2Ki 1:1	ΚΑΙ ἠθέτησεν Μωὰβ ἐν Ἰσραὴλ μετὰ τὸ ἀποθανεῖν Ἀχαάβ.
2Ki 17:9	καὶ ὅσοι ἠμφιέσαντο οἱ υἱοὶ Ἰσραὴλ λόγους οὐχ οὕτως κατὰ Κυρίου θεοῦ αὐτῶν· καὶ ὧν ᾠκοδόμησαν ἑαυτοῖς ὑψηλὰ ἐν πάσαις ταῖς πόλεσιν αὐτῶν, ἀπὸ πύργου φυλασσόντων ἕως πόλεως ὀχυρᾶς.
2Ki 17:10	καὶ ἐστήλωσαν ἑαυτοῖς στήλας καὶ ἄλση ἐπὶ παντὶ βουνῷ ὑψηλῷ καὶ ὑποκάτω παντὸς ξύλου ἀλσώδους·
2Ki 17:11	καὶ ἐθυμίασαν ἐκεῖ ἐν πᾶσιν ὑψηλοῖς, καθὼς τὰ ἔθνη ἀπῴκισεν Κύριος ἐκ προσώπου αὐτῶν, καὶ ἐποίησαν κοινωνοὺς καὶ ἐχάραξαν τοῦ παροργίσαι τὸν κύριον·
2Ki 17:12	καὶ ἐλάτρευσαν τοῖς εἰδώλοις οἷς εἶπεν Κύριος αὐτοῖς Οὐ ποιήσετε τὸ ῥῆμα τοῦτο Κυρίῳ.
2Ki 17:13	καὶ διεμαρτύρατο Κύριος ἐν τῷ Ἰσραὴλ καὶ ἐν τῷ Ἰούδᾳ ἐν χειρὶ πάντων τῶν προφητῶν αὐτοῦ παντὸς ὁρῶντος λόγον Ἀποστράφητε ἀπὸ τῶν ὁδῶν ὑμῶν τῶν πονηρῶν, καὶ φυλάξατε τὰς ἐντολάς μου καὶ τὰ δικαιώματά μου καὶ πάντα τὸν νόμον ὃν ἐνετειλάμην τοῖς πατράσιν ὑμῶν, ὅσα ἀπέστειλα αὐτοῖς ἐν χειρὶ τῶν δούλων μου τῶν προφητῶν.
2Ki 17:14	καὶ οὐκ ἤκουσαν, καὶ ἐσκλήρυναν τὸν νῶτον αὐτῶν ὑπὲρ τὸν νῶτον τῶν πατέρων αὐτῶν·
2Ki 17:15	καὶ τὰ μαρτύρια αὐτοῦ ὅσα διεμαρτύρατο αὐτοῖς, καὶ ἐπορεύθησαν ὀπίσω τῶν ματαίων, καὶ ἐματαιώθησαν καὶ ὀπίσω τῶν ἐθνῶν τῶν περικύκλῳ αὐτῶν, ὧν ἐνετείλατο αὐτοῖς μὴ ποιῆσαι κατὰ ταῦτα.
2Ki 17:16	ἐνκατέλιπον τὰς ἐντολὰς Κυρίου θεοῦ αὐτῶν, καὶ ἐποίησαν ἑαυτοῖς χώνευμα δύο δαμάλεις, καὶ ἐποίησαν ἄλση, καὶ προσεκύνησαν πάσῃ τῇ δυνάμει τοῦ οὐρανοῦ καὶ ἐλάτρευσαν τῷ Βάαλ·
2Ki 17:17	καὶ διῆγον τοὺς υἱοὺς αὐτῶν καὶ τὰς θυγατέρας αὐτῶν ἐν πυρί, ἐμαντεύοντο μαντείας καὶ οἰωνίζοντο· καὶ ἐπράθησαν τοῦ ποιῆσαι τὸ πονηρὸν ἐν ὀφθαλμοῖς Κυρίου παροργίσαι αὐτόν.
2Ki 17:18	καὶ ἐθυμώθη Κύριος σφόδρα ἐν τῷ Ἰσραήλ, καὶ ἀπέστησεν αὐτοὺς ἀπὸ τοῦ προσώπου αὐτοῦ, καὶ οὐχ ὑπελείφθη πλὴν φυλὴ Ἰούδα μονωτάτη.
2Ki 17:19	καί γε Ἰούδας οὐκ ἐφύλαξεν τὰς ἐντολὰς τοῦ θεοῦ, καὶ ἐπορεύθησαν ἐν τοῖς δικαιώμασιν Ἰσραὴλ οἷς ἐποίησαν.
2Ki 17:20	καὶ ἀπεώσαντο τὸν κύριον ἐν παντὶ σπέρματι Ἰσραήλ. καὶ ἐσάλευσεν αὐτοὺς καὶ ἔδωκεν αὐτοὺς ἐν χειρὶ διαρπαζόντων αὐτούς, ἕως οὗ ἀπέρριψεν αὐτοὺς ἀπὸ προσώπου αὐτοῦ.
2Ki 17:21	ὅτι πλὴν Ἰσραὴλ ἐπάνωθεν οἴκου Δαυείδ, καὶ ἐβασίλευσαν τὸν Ἰεροβοὰμ υἱὸν Ναβάτ· καὶ ἐξέωσεν Ἰεροβοὰμ τὸν Ἰσραὴλ ἐξόπισθεν Κυρίου καὶ ἐξήμαρτεν αὐτοὺς ἁμαρτίαν μεγάλην.
2Ki 17:22	καὶ ἐπορεύθησαν οἱ υἱοὶ Ἰσραὴλ ἐν πάσῃ ἁμαρτία, Ἰεροβοὰμ ἧς ἐποίησεν· οὐκ ἀπέστησαν ἀπ᾽ αὐτῆς
2Ki 17:23	ἕως οὗ μετέστησεν Κύριος τὸν Ἰσραὴλ ἀπὸ προσώπου αὐτοῦ, καθὼς ἐλάλησεν Κύριος ἐν χειρὶ πάντων τῶν δούλων αὐτοῦ τῶν προφητῶν· καὶ ἀπῳκίσθη Ἰσραὴλ ἐπάνωθεν τῆς γῆς αὐτοῦ εἰς Ἀσσυρίους ἕως τῆς ἡμέρας ταύτης.
2Ki 17:24	Καὶ ἤγαγεν βασιλεὺς Ἀσσυρίων ἐκ Βαβυλῶνος τὸν ἐκ Χουνθά, ἀπὸ Ἀιὰ καὶ ἀπὸ Αἱμὰθ καὶ Σεπφαρουάιν· καὶ κατῳκίσθησαν ἐν πόλεσιν Σαμαρείας ἀντὶ τῶν υἱῶν Ἰσραήλ, καὶ ἐκληρονόμησαν τὴν Σαμάρειαν καὶ κατῴκησαν ἐν ταῖς πόλεσιν αὐτῆς.
2Ki 17:25	καὶ ἐγένετο ἐν ἀρχῇ τῆς καθέδρας αὐτῶν οὐκ ἐφοβήθησαν τὸν κύριον, καὶ ἀπέστειλεν Κύριος ἐν αὐτοῖς τοὺς λέοντας, καὶ ἦσαν ἀποκτέννοντες ἐν αὐτοῖς.
2Ki 17:26	καὶ εἶπον τῷ βασιλεῖ Ἀσσυρίων λέγοντες Τὰ ἔθνη ἃ ἀπῴκισας καὶ ἀντεκάθισας ἐν πόλεσιν Σαμαρείας οὐκ ἔγνωσαν τὸ κρίμα τοῦ θεοῦ τῆς γῆς, καὶ ἀπέστειλεν εἰς αὐτοὺς τοὺς λέοντας· καὶ ἰδού εἰσιν θανατοῦντες αὐτούς, καθότι οὐκ οἴδασιν τὸ κρίμα τοῦ θεοῦ τῆς γῆς.
2Ki 17:27	καὶ ἐνετείλατο ὁ βασιλεὺς Ἀσσυρίων λέγων Ἀπάγετε ἐκεῖθεν, καὶ πορευέσθωσαν καὶ κατοικείτωσαν ἐκεῖ, καὶ φωτιοῦσιν αὐτοὺς τὸ κρίμα τῆς γῆς.
2Ki 17:28	καὶ ἤγαγον ἕνα τῶν ἱερέων ὧν ἀπῴκισαν ἀπὸ Σαμαρείας, καὶ ἐκάθισεν ἐν Βαιθήλ, καὶ ἦν φωτίζων αὐτοὺς πῶς φοβηθῶσιν τὸν κύριον.
2Ki 17:29	καὶ ἦσαν ποιοῦντες ἔθνη ἔθνη θεοὺς αὐτῶν, καὶ ἔθηκαν ἐν οἴκῳ τῶν ὑψηλῶν ὧν ἐποίησαν οἱ Σαμαρεῖται, ἔθνη ἐν ταῖς πόλεσιν αὐτῶν ἐν αἷς κατῴκουν ἐν αὐταῖς·
2Ki 17:30	καὶ οἱ ἄνδρες Βαβυλῶνος ἐποίησαν τὴν Ῥοχχωθβαινειθεί, καὶ οἱ ἄνδρες Χοὺθ ἐποίησαν τὴν Ἐργέλ, καὶ οἱ ἄνδρες Ἑμὰθ ἐποίησαν τὴν Ἀσειμάθ,
2Ki 17:31	καὶ οἱ Εὐαῖοι ἐποίησαν τὴν Ἐβλαζὲρ καὶ τὴν Θαρθὰκ καὶ τὴν Σεπφαρούν, ἡνίκα κατέκαιον τοὺς υἱοὺς αὐτῶν ἐν πυρὶ τῷ Ἀδραμέλεχ καὶ Ἀνημέλεχ Σεφφαρούν.
2Ki 17:32	καὶ ἦσαν φοβούμενοι τὸν κύριον, καὶ κατῴκισαν τὰ βδελύγματα αὐτῶν ἐν τοῖς οἴκοις τῶν ὑψηλῶν ἃ ἐποίησαν ἐν Σαμαρείᾳ, ἔθνος ἔθνος ἐν πόλει ἐν ᾗ κατῴκουν ἐν αὐτῇ· καὶ ἦσαν φοβούμενοι τὸν κύριον, καὶ ἐποίησαν ἱερεῖς τῶν ὑψηλῶν, καὶ ἐποίησαν ἑαυτοῖς ἐν οἴκῳ τῶν ὑψηλῶν.
2Ki 17:33	τὸν κύριον ἐφοβοῦντο, καὶ τοῖς θεοῖς αὐτῶν ἐλάτρευον κατὰ τὸ κρίμα τῶν ἐθνῶν ὅθεν ἀπῴκισεν αὐτοὺς ἐκεῖθεν.
2Ki 17:34	ἕως τῆς ἡμέρας ταύτης αὐτοὶ ἐποίουν κατὰ τὸ κρίμα αὐτῶν· αὐτοὶ φοβοῦνται, καὶ αὐτοὶ ποιοῦσιν κατὰ τὰ δικαιώματα αὐτῶν καὶ κατὰ τὴν κρίσιν αὐτῶν, καὶ κατὰ τὸν νόμον καὶ κατὰ τὴν ἐντολὴν ἣν ἐνετείλατο Κύριος τοῖς υἱοῖς Ἰακὼβ οὗ ἔθηκεν τὸ ὄνομα αὐτοῦ Ἰσραήλ.
2Ki 17:35	καὶ διέθετο Κύριος μετ᾽ αὐτῶν διαθήκην, καὶ ἐνετείλατο αὐτοῖς λέγων Οὐ φοβηθήσεσθε θεοὺς ἑτέρους καὶ προσκυνήσετε αὐτοῖς, καὶ οὐ λατρεύσετε αὐτοῖς καὶ οὐ θυσιάσετε αὐτοῖς·
2Ki 17:36	ὅτι ἀλλ᾽ ἢ τῷ κυρίῳ ὃς ἀνήγαγεν ὑμᾶς ἐκ γῆς Αἰγύπτου ἐν ἰσχύι μεγάλῃ καὶ ἐν βραχίονι ὑψηλῷ· αὐτὸν φοβηθήσεσθε καὶ αὐτῷ προσκυνήσετε, αὐτῷ θύσετε.
2Ki 17:37	καὶ τὰ δικαιώματα καὶ τὰ κρίματα καὶ τὸν νόμον καὶ τὰς ἐντολὰς ἃς ἔγραψεν ὑμῖν ποιεῖν φυλάσσεσθε πάσας τὰς ἡμέρας, καὶ οὐ φοβηθήσεσθε θεοὺς ἑτέρους.
2Ki 17:38	καὶ τὴν διαθήκην ἣν διέθετο μεθ᾽ ὑμῶν οὐκ ἐπιλήσεσθε· καὶ οὐ φοβηθήσεσθε θεοὺς ἑτέρους,
2Ki 17:39	ἀλλ᾽ ἢ τὸν κύριον θεὸν ὑμῶν φοβηθήσεσθε, καὶ αὐτὸς ἐξελεῖται ὑμᾶς ἐκ πάντων τῶν ἐχθρῶν ὑμῶν·
2Ki 17:40	καὶ οὐκ ἀκούσεσθε ἔτι τῷ κρίματι αὐτῶν ὃ αὐτοὶ ποιοῦσιν.
2Ki 17:41	καὶ ἦσαν τὰ ἔθνη ταῦτα φοβούμενοι τὸν κύριον, καὶ τοῖς γλυπτοῖς αὐτῶν ἦσαν δουλεύοντες· καί γε οἱ υἱοὶ καὶ οἱ υἱοὶ τῶν υἱῶν αὐτῶν καθὰ ἐποίησαν οἱ πατέρες αὐτῶν ποιοῦσιν ἕως τῆς ἡμέρας ταύτης.
2Ki 18:1	Καὶ ἐγένετο ἐν ἔτει τρίτῳ τῷ Ὡσῆε υἱῷ Ἠλὰ βασιλεῖ Ἰσραὴλ ἐβασίλευσεν Ἑζεκίας υἱὸς Ἀχὰζ βασιλέως Ἰούδα.
2Ki 18:2	υἱὸς εἴκοσι καὶ πέντε ἐτῶν ἐν τῷ βασιλεύειν αὐτόν, καὶ εἴκοσι καὶ ἐννέα ἔτη ἐβασίλευσεν ἐν Ἰερουσαλήμ, καὶ ὄνομα τῇ μητρὶ αὐτοῦ Ἀβού, θυγάτηρ Ζαχαρίου.
2Ki 18:3	καὶ ἐποίησεν τὸ εὐθὲς ἐν ὀφθαλμοῖς Κυρίου κατὰ πάντα ὅσα ἐποίησεν Δαυεὶδ ὁ πατὴρ αὐτοῦ.
2Ki 18:4	αὐτὸς ἐξῆρεν τὰ ὑψηλά, καὶ συνέτριψεν τὰς στήλας, καὶ ἐξωλέθρευσεν τὰ ἄλση καὶ τὸν ὄφιν τὸν χαλκοῦν ὃν ἐποίησεν Μωυσῆς, ὅτι ἕως τῶν ἡμερῶν ἐκείνων ἦσαν οἱ υἱοὶ Ἰσραὴλ θυμιῶντες αὐτῷ· καὶ ἐκάλεσεν αὐτὸν Νεσθαλεί.
2Ki 18:5	ἐν κυρίῳ θεῷ Ἰσραὴλ ἤλπισεν, καὶ μετ᾽ αὐτὸν οὐκ ἐγενήθη ὅμοιος αὐτῷ ἐν βασιλεῦσιν Ἰούδα καὶ ἐν τοῖς γενομένοις ἔμπροσθεν αὐτοῦ·
2Ki 18:6	καὶ ἐκολλήθη τῷ κυρίῳ, οὐκ ἀπέστη ὄπισθεν αὐτοῦ, καὶ ἐφύλαξεν τὰς ἐντολὰς αὐτοῦ ὅσας ἐνετείλατο Μωυσῇ.
2Ki 18:7	καὶ ἦν Κύριος μετ᾽ αὐτοῦ, καὶ ἐν πᾶσιν οἷς ἐποίει συνῆκεν· καὶ ἠθέτησεν ἐν τῷ βασιλεῖ Ἀσσυρίων, καὶ οὐκ ἐδούλευσεν αὐτῷ.
2Ki 18:8	αὐτὸς ἐπάταξεν τοὺς ἀλλοφύλους ἕως Γάζης καὶ ἕως ὁρίου αὐτῆς, ἀπὸ πύργου φυλασσόντων καὶ ἕως πόλεως ὀχυρᾶς.
2Ki 18:9	Καὶ ἐγένετο ἐν τῷ ἔτει τῷ τετάρτῳ βασιλεῖ Ἑζεκίᾳ, αὐτὸς ἐνιαυτὸς ὁ ἕβδομος τῷ Ὡσῆε υἱῷ Ἠλὰ βασιλεῖ Ἰσραήλ, ἀνέβη Σαλαμανάσσαρ βασιλεὺς Ἀσσυρίων ἐπὶ Σαμάρειαν καὶ ἐπολιόρκει ἐπ᾽ αὐτήν·
2Ki 18:10	καὶ κατελάβετο αὐτὴν ἀπὸ τέλους τριῶν ἐτῶν ἐν ἔτει ἕκτῳ τῷ Ἑζεκίᾳ, αὐτὸς ἐνιαυτὸς ἔνατος τῷ Ὡσῆε βασιλεῖ Ἰσραήλ, καὶ συνελήμφθη Σαμάρεια.
2Ki 18:11	καὶ ἀπῴκισεν βασιλεὺς Ἀσσυρίων τὴν Σαμάρειαν εἰς Ἀσσυρίους, καὶ ἔθηκεν αὐτοὺς ἐν Ἁλάε καὶ ἐν Ἁβιὼρ ποταμῷ Γωζὰν καὶ Ὀρὴ Μήδων·
2Ki 18:12	ἀνθ᾽ ὧν ὅτι οὐκ ἤκουσαν τῆς φωνῆς Κυρίου θεοῦ αὐτῶν, καὶ παρέβησαν τὴν διαθήκην αὐτοῦ πάντα ὅσα ἐνετείλατο Μωσῆς ὁ δοῦλος Κυρίου, καὶ οὐκ ἤκουσαν καὶ οὐκ ἐποίησαν.
2Ki 18:13	Καὶ τῷ τεσσαρεσκαιδεκάτῳ ἔτει βασιλεῖ Ἑζεκιοὺ ἀνέβη Σενναχηρεὶμ βασιλεὺς Ἀσσυρίων ἐπὶ τὰς πόλεις Ἰούδα τὰς ὀχυρὰς καὶ συνέλαβεν αὐτάς.
2Ki 18:14	καὶ ἀπέστειλεν Ἑζεκίας βασιλεὺς Ἰούδα ἀγγέλους πρὸς βασιλέα Ἀσσυρίων εἰς Λαχεὶς λέγων Ἡμάρτηκα, ἀποστράφητι ἀπ᾽ ἐμοῦ· ὃ ἐὰν ἐπιθῇς ἐπ᾽ ἐμὲ βαστάσω. καὶ ἐπέθηκεν ὁ βασιλεὺς Ἀσσυρίων ἐπὶ Ἑζεκίαν βασιλέα Ἰούδα τριακόσια τάλαντα ἀργυρίου καὶ τριάκοντα τάλαντα χρυσίου.
2Ki 18:15	καὶ ἔδωκεν Ἑζεκίας πᾶν τὸ ἀργύριον τὸ εὑρεθὲν ἐν οἴκῳ Κυρίου καὶ ἐν θησαυροῖς οἴκου τοῦ βασιλέως.
2Ki 18:16	ἐν τῷ καιρῷ ἐκείνῳ συνέκοψεν Ἑζεκίας τὰς θύρας ναοῦ καὶ τὰ ἐστηριγμένα ἃ ἐχρύσωσεν Ἑζεκίας βασιλεὺς Ἰούδα, καὶ ἔδωκεν αὐτὰ βασιλεῖ Ἀσσυρίων.
2Ki 18:17	Καὶ ἀπέστειλεν βασιλεὺς Ἀσσυρίων τὸν Θανθὰν καὶ τὸν Ῥαφεὶς καὶ τὸν Ῥαψάκην ἐκ Λαχεὶς πρὸς τὸν βασιλέα Ἑζεκίαν ἐν δυνάμει βαρείᾳ ἐπὶ Ἰερουσαλήμ· καὶ ἀνέβησαν καὶ ἦλθον εἰς Ἰερουσαλήμ, καὶ ἔστησαν ἐν τῷ ὑδραγωγῷ τῆς κολυμβήθρας τῆς ἄνω ἥ ἐστιν ἐν τῇ ὁδῷ τοῦ ἀγροῦ τοῦ γναφέως.
2Ki 18:18	καὶ ἐβόησαν πρὸς Ἑζεκίαν, καὶ ἦλθον πρὸς αὐτὸν Ἐλιακεὶμ υἱὸς Χελκίου ὁ οἰκονόμος καὶ Σόμνας ὁ γραμματεὺς καὶ Ἰωσαφὰτ ὁ ἀναμιμνήσκων.
2Ki 18:19	καὶ εἶπεν πρὸς αὐτοὺς Ῥαψάκης Εἴπατε δὴ πρὸς Ἑζεκίαν Τάδε λέγει ὁ βασιλεὺς ὁ μέγας βασιλεὺς Ἀσσυρίων Τί ἡ πεποίθησις αὕτη ἣν πέποιθας;
2Ki 18:20	εἶπας, πλὴν λόγοι χειλέων Βουλὴ καὶ δύναμις εἰς πόλεμον· νῦν οὖν τίνι πεποιθὼς ἠθέτησας ἐν ἐμοί;
2Ki 18:21	νῦν ἰδοὺ πέποιθας σαυτῷ ἐπὶ τὴν ῥάβδον τὴν καλαμίνην τὴν τεθλασμένην ταύτην, ἐπ᾽ Αἴγυπτον· ὃς ἂν στηριχθῇ ἀνὴρ ἐπ᾽ αὐτήν, καὶ εἰσελεύσεται εἰς τὴν χεῖρα αὐτοῦ, καὶ τρήσει αὐτήν· οὕτως Φαραὼ βασιλεὺς Αἰγύπτου πᾶσιν τοῖς πεποιθόσιν ἐπ᾽ αὐτόν.
2Ki 18:22	καὶ ὅτι εἶπας πρὸς μέ Ἐπὶ Κύριον θεὸν πεποίθαμεν· οὐχὶ αὐτὸς οὗτος ἀπέστησεν Ἑζεκίας τὰ ὑψηλὰ αὐτοῦ καὶ τὰ θυσιαστήρια αὐτοῦ, καὶ εἶπεν τῷ Ἰούδᾳ καὶ τῇ Ἰερουσαλήμ Ἐνώπιον τοῦ θυσιαστηρίου τούτου προσκυνήσετε ἐν Ἰερουσαλήμ;
2Ki 18:23	καὶ νῦν μίχθητε δὴ τῷ κυρίῳ μου βασιλεῖ Ἀσσυρίων, καὶ δώσω σοι δισχιλίους ἵππους, εἰ δυνήσῃ δοῦναι σεαυτῷ ἐπιβάτας ἐπ᾽ αὐτούς.
2Ki 18:24	καὶ πῶς ἀποστρέψετε τὸ πρόσωπον τοπάρχου ἑνὸς τῶν δούλων τοῦ κυρίου μου τῶν ἐλαχίστων; καὶ ἤλπισας σαυτῷ ἐπ᾽ Αἴγυπτον εἰς ἅρματα καὶ ἱππεῖς.
2Ki 18:25	καὶ νῦν μὴ ἄνευ Κυρίου ἀνέβημεν ἐπὶ τὸν τόπον τοῦτον τοῦ διαφθεῖραι αὐτόν; Κύριος εἶπεν πρὸς μέ Ἀνάβηθι ἐπὶ τὴν γῆν ταύτην καὶ διάφθειρον αὐτήν.
2Ki 18:26	καὶ εἶπεν Ἐλιακεὶμ υἱὸς Χελκείου καὶ Σόμνας καὶ Ἰώας πρὸς Ῥαψάκην Λάλησον δὴ πρὸς τοὺς παῖδάς σου Συριστί· ἀκούομεν ἡμεῖς, καὶ οὐ λαλήσεις μεθ᾽ ἡμῶν Ἰουδαιστί· καὶ ἵνα τί λαλεῖς ἐν τοῖς ὠσὶν τοῦ λαοῦ τοῦ ἐπὶ τοῦ τείχους;
2Ki 18:27	καὶ εἶπεν πρὸς αὐτοὺς Ῥαψάκης Μὴ ἐπὶ τὸν κύριόν σου καὶ πρὸς σὲ ἀπέστειλέν με ὁ κύριός μου λαλῆσαι τοὺς λόγους τούτους; οὐχὶ ἐπὶ τοὺς ἄνδρας τοὺς καθημένους ἐπὶ τοῦ τείχους, τοῦ φαγεῖν τὴν κόπρον αὐτῶν καὶ πιεῖν τὸ οὖρον αὐτῶν μεθ᾽ ὑμῶν ἅμα;
