Gen 1:1	ΕΝ ΑΡΧΗ ἐποίησεν ὁ θεὸς τὸν οὐρανὸν καὶ τὴν γῆν.
Gen 30:35	καὶ διέστειλεν ἐν τῇ ἡμέρᾳ ἐκείνῃ τοὺς τράγους τοὺς ῥαντοὺς καὶ τοὺς διαλεύκους, καὶ πάσας τὰς αἶγας τὰς ῥαντὰς καὶ τὰς διαλεύκους, καὶ πᾶν ὃ ἦν λευκὸν ἐν αὐτοῖς, καὶ πᾶν ὃ ἦν φαιὸν ἐν τοῖς ἄρνασιν, καὶ ἔδωκεν διὰ χειρὸς τῶν υἱῶν αὐτοῦ.
Gen 30:36	καὶ ἀπέστησεν ὁδὸν τριῶν ἡμερῶν ἀνὰ μέσον αὐτῶν καὶ ἀνὰ μέσον Ἰακώβ· Ἰακὼβ δὲ ἐποίμαινεν ⸆ τὰ πρόβατα Λαβὰν τὰ ὑπολειφθέντα.
Gen 30:37	ἔλαβεν δὲ αὐτῷ Ἰακὼβ ῥάβδον στυρακίνην χλωρὰν καὶ καρυίνην καὶ πλατάνου, καὶ ἐλέπισεν αὐτὰς Ἰακὼβ λεπίσματα λευκά, περισύρων τὸ χλωρόν· ἐφαίνετο δὲ ἐπὶ ταῖς ῥάβδοις τὸ λευκὸν ὃ ἐλέπισεν ποικίλον.
Gen 30:38	καὶ παρέθηκεν τὰς ῥάβδους ἃς ἐλέπισεν ἐν ταῖς ληνοῖς τῶν ποτιστηρίων τοῦ ὕδατος, ἵνα ὡς ἂν ἔλθωσιν τὰ πρόβατα πιεῖν, ἐνώπιον τῶν ῥάβδων καὶ ἐλθόντων αὐτῶν εἰς τὸ πιεῖν, ἐνκισσήσωσιν τὰ πρόβατα εἰς τὰς ῥάβδους.
Gen 30:39	καὶ ἔτικτον τὰ πρόβατα διάλευκα καὶ ποικίλα καὶ σποδοειδῆ ῥαντά.
Gen 30:40	τοὺς δὲ ἀμνοὺς διέστειλεν Ἰακώβ, καὶ ἔστησεν ἐναντίον τῶν προβάτων κριὸν διάλευκον καὶ πᾶν ποικίλον ἐν τοῖς ἀμνοῖς· καὶ διεχώρισεν ἑαυτῷ ποίμνια καθ᾽ ἑαυτόν, καὶ οὐκ ἔμιξεν αὐτὰ εἰς τὰ πρόβατα Λαβάν.
Gen 30:41	ἐγένετο δὲ ἐν τῷ καιρῷ ᾧ ἐνεκίσσων τὰ πρόβατα ἐν γαστρὶ λαμβάνοντα, ἔθηκεν Ἰακὼβ τὰς ῥάβδους ἐναντίον τῶν προβάτων ἐν ταῖς ληνοῖς, τοῦ ἐνκισσῆσαι αὐτὰ κατὰ τὰς ῥάβδους·
Gen 30:42	ἡνίκα γὰρ ἔτεκον τὰ πρόβατα, οὐκ ἐτίθει· ἐγένετο δὲ τὰ ἄσημα τοῦ Λαβάν, τὰ δὲ ἐπίσημα τοῦ Ἰακώβ.
Gen 30:43	καὶ ἐπλούτησεν ὁ ἄνθρωπος σφόδρα σφόδρα· καὶ ἐγένετο αὐτῷ κτήνη πολλὰ καὶ βόες καὶ παῖδες καὶ παιδίσκαι καὶ κάμηλοι καὶ ὄνοι.
Gen 31:1	Ἤκουσεν δὲ Ἰακὼβ τὰ ῥήματα τῶν υἱῶν Λαβὰν λεγόντων Εἴληφεν Ἰακὼβ πάντα τὰ τοῦ πατρὸς ἡμῶν, καὶ ἐκ τῶν τοῦ πατρὸς ἡμῶν πεποίηκεν πᾶσαν τὴν δόξαν ταύτην.
Gen 31:2	καὶ εἶδεν Ἰακὼβ τὸ πρόσωπον Λαβάν, καὶ ἰδοὺ οὐκ ἦν πρὸς αὐτὸν ὡς ἐχθὲς καὶ τρίτην ἡμέραν.
Gen 31:3	εἶπεν δὲ Κύριος πρὸς Ἰακώβ Ἀποστρέφου εἰς τὴν γῆν τοῦ πατρός σου καὶ εἰς τὴν γενεάν σου, καὶ ἔσομαι μετὰ σοῦ.
Gen 31:4	ἀποστείλας δὲ Ἰακὼβ ἐκάλεσεν Ῥαχὴλ καὶ Λείαν εἰς τὸ πεδίον οὗ τὰ ποίμνια,
Gen 31:5	καὶ εἶπεν αὐταῖς Ὁρῶ ἐγὼ τὸ πρόσωπον τοῦ πατρὸς ὑμῶν ὅτι οὐκ ἔστιν μετ᾽ ἐμοῦ ὡς ἐχθὲς καὶ τρίτην ἡμέραν· ὁ δὲ θεὸς τοῦ πατρός μου ἦν μετ᾽ ἐμοῦ·
Gen 31:6	καὶ αὐταὶ δὲ οἴδατε ὅτι ἐν πάσῃ ἰσχύι μου δεδούλευκα τῷ πατρὶ ὑμῶν.
Gen 31:7	ὁ δὲ πατὴρ ὑμῶν παρεκρούσατό με, καὶ ἤλλαξεν τὸν μισθόν μου τῶν δέκα ἀμνῶν, καὶ οὐκ ἔδωκεν αὐτῷ ὁ θεὸς κακοποιῆσαί με.
Gen 31:8	ἐὰν οὕτως εἴπῃ Τὰ ποικίλα ἔσται σου μισθός, καὶ τέξεται πάντα τὰ πρόβατα ποικίλα· ἐὰν δὲ εἴπῃ Τὰ λευκὰ ἔσται σου μισθός, καὶ τέξεται πάντα τὰ πρόβατα λευκά·
Gen 31:9	καὶ ἀφείλατο ὁ θεὸς πάντα τὰ κτήνη τοῦ πατρὸς ὑμῶν καὶ ἔδωκέν μοι αὐτά.
Gen 31:10	καὶ ἐγένετο ἡνίκα ἐνεκίσσων τὰ πρόβατα, καὶ ἴδον ἐν τοῖς ὀφθαλμοῖς ἐν τῷ ὕπνῳ, καὶ ἰδοὺ οἱ τράγοι καὶ οἱ κριοὶ ἀναβαίνοντες ἦσαν ἐπὶ τὰ πρόβατα καὶ τὰς αἶγας διάλευκοι καὶ ποικίλοι καὶ σποδοειδεῖς ῥαντοί.
Gen 31:11	καὶ εἶπέν μοι ὁ ἄγγελος τοῦ θεοῦ καθ᾽ ὕπνον Ἰακὼβ Ἰακώβ. ἐγὼ δὲ εἶπα Τί ἐστιν;
Gen 31:12	καὶ εἶπεν Ἀνάβλεψον τοῖς ὀφθαλμοῖς σου, καὶ ἴδε τοὺς τράγους καὶ τοὺς κριοὺς ἀναβαίνοντας ⸂⸆⸃ ἐπὶ τὰ πρόβατα καὶ τὰς αἶγας διαλεύκους καὶ ποικίλους καὶ σποδοειδεῖς ῥαντούς· ἑώρακα γὰρ ὅσα σοι Λαβὰν ποιεῖ.
Gen 31:13	ἐγώ εἰμι ὁ θεὸς ὁ ὀφθείς σοι ἐν τῷ τόπῳ ᾧ ἤλειψάς μοι ἐκεῖ στήλην καὶ ηὔξω μοι ἐκεῖ εὐχήν· νῦν οὖν ἀνάστηθι καὶ ἄπελθε ἐκ τῆς γῆς ταύτης καὶ ἄπελθε εἰς τὴν γῆν τῆς γενέσεώς σου, καὶ ἔσομαι μετὰ σοῦ.
Gen 31:14	καὶ ἀποκριθεῖσα Ῥαχὴλ καὶ Λεία εἶπαν αὐτῷ Μὴ ἔστιν ἡμῖν ἔτι μερὶς ἢ κληρονομία ἐν τῷ οἴκῳ τοῦ πατρὸς ἡμῶν;
Gen 31:15	οὐχ ὡς αἱ ⸂⸆⸃ ἀλλότριαι λελογίσμεθα αὐτῷ; πέπρακεν γὰρ ἡμᾶς, καὶ κατέφαγεν καταβρώσει τὸ ἀργύριον ἡμῶν.
Gen 31:16	πάντα τὸν πλοῦτον καὶ τὴν δόξαν ἣν ἀφείλατο ὁ θεὸς τοῦ πατρὸς ἡμῶν, ἡμῖν ἔσται καὶ τοῖς τέκνοις ἡμῶν· νῦν οὖν ὅσα εἴρηκεν ὁ θεός σοι ποίει.
Gen 31:17	Ἀναστὰς δὲ Ἰακὼβ ἔλαβεν τὰς γυναῖκας καὶ τὰ παιδία αὐτοῦ ἐπὶ τὰς καμήλους·
Gen 31:18	καὶ ἀπήγαγεν πάντα τὰ ὑπάρχοντα αὐτοῦ καὶ πᾶσαν τὴν ἀποσκευὴν αὐτοῦ, ἣν περιεποιήσατο ἐν τῇ Μεσοποταμίᾳ, καὶ πάντα τὰ αὐτοῦ, ἀπελθεῖν πρὸς Ἰσαὰκ τὸν πατέρα αὐτοῦ εἰς γῆν Χανάαν.
Gen 31:19	Λαβὰν δὲ ᾤχετο κεῖραι τὰ πρόβατα αὐτοῦ· ἔκλεψεν δὲ Ῥαχὴλ τὰ εἴδωλα τοῦ πατρὸς αὐτῆς.
Gen 31:20	ἔκρυψεν δὲ Ἰακὼβ Λαβὰν τὸν Σύρον, τοῦ μὴ ἀναγγεῖλαι αὐτῷ ὅτι ἀποδιδράσκει·
Gen 31:21	καὶ ἀπέδρα αὐτὸς καὶ πάντα τὰ αὐτοῦ, καὶ διέβη τὸν ποταμόν, καὶ ὥρμησεν εἰς τὸ ὄρος Γαλαάδ.
Gen 31:22	Ἀνηγγέλη δὲ Λαβὰν τῷ Σύρῳ τῇ τρίτῃ ἡμέρᾳ ὅτι ἀπέδρα Ἰακώβ·
Gen 31:23	καὶ παραλαβὼν πάντας τοὺς ἀδελφοὺς αὐτοῦ μεθ᾽ ἑαυτοῦ ἐδίωξεν ὀπίσω αὐτοῦ ὁδὸν ἡμερῶν ἑπτά, καὶ κατέλαβεν αὐτὸν ἐν τῷ ὄρει Γαλαάδ.
Gen 31:24	ἦλθεν δὲ ὁ θεὸς πρὸς Λαβὰν τὸν Σύρον καθ᾽ ὕπνον τὴν νύκτα καὶ εἶπεν αὐτῷ Φύλαξαι σεαυτὸν μή ποτε λαλήσῃς μετὰ Ἰακὼβ πονηρά.
Gen 31:25	καὶ κατέλαβεν Λαβὰν τὸν Ἰακώβ· Ἰακὼβ δὲ ἔπηξεν τὴν σκηνὴν αὐτοῦ ἐν τῷ ὄρει· Λαβὰν δὲ ἔστησεν τοὺς ἀδελφοὺς αὐτοῦ ἐν τῷ ὄρει Γαλαάδ.
Gen 31:26	εἶπεν δὲ Λαβὰν τῷ Ἰακώβ Τί ἐποίησας; ἵνα τί κρυβῇ ἀπέδρας, καὶ ἐκλοποφόρησάς με, καὶ ἀπήγαγες τὰς θυγατέρας μου ὡς αἰχμαλώτιδας μαχαίρᾳ;
Gen 31:27	καὶ εἰ ἀνήγγειλάς μοι, ἐξαπέστειλα ἄν σε μετ᾽ εὐφροσύνης καὶ μετὰ μουσικῶν, τυμπάνων καὶ κιθάρας.
Gen 31:28	οὐκ ἠξιώθην καταφιλῆσαι τὰ παιδία μου καὶ τὰς θυγατέρας μου· νῦν δὲ ἀφρόνως ἔπραξας.
Gen 31:29	καὶ νῦν ἰσχύει ἡ χείρ μου κακοποιῆσαί σε· ὁ δὲ θεὸς τοῦ πατρός σου ἐχθὲς εἶπεν πρὸς μὲ λέγων Φύλαξαι σεαυτὸν μή ποτε λαλήσῃς μετὰ Ἰακὼβ πονηρά.
Gen 31:30	νῦν οὖν πεπόρευσαι· ἐπιθυμίᾳ γὰρ ἐπεθύμησας εἰς τὸν οἶκον τοῦ πατρός σου ἀπελθεῖν· καὶ ἵνα τί ἔκλεψας τοὺς θεούς μου;
Gen 31:31	ἀποκριθεὶς δὲ Ἰακὼβ εἶπεν τῷ Λαβάν Εἶπα γάρ Μή ποτε ἀφέλῃς τὰς θυγατέρας σου ἀπ᾽ ἐμοῦ καὶ πάντα τὰ ἐμά.
Gen 31:32	καὶ εἶπεν αὐτῷ Ἰακώβ Παρ᾽ ᾧ ἐὰν εὕρῃς τοὺς θεούς σου, οὐ ζήσεται ἐναντίον τῶν ἀδελφῶν ἡμῶν· ἐπίγνωθι τί ἐστιν τῶν σῶν παρ᾽ ἐμοὶ καὶ λάβε. καὶ οὐκ ἐπέγνω παρ᾽ αὐτῷ οὐθέν· οὐκ ᾔδει δὲ Ἰακὼβ ὅτι Ῥαχὴλ ἡ γυνὴ αὐτοῦ ἔκλεψεν αὐτούς.
Gen 31:33	εἰσελθὼν δὲ Λαβὰν ἠρεύνησεν εἰς τὸν οἶκον Λείας, καὶ οὐχ εὗρεν· καὶ ἐξελθὼν ἐκ τοῦ οἴκου Λείας, ἠρεύνησεν εἰς τὸν οἶκον Ἰακὼβ καὶ ἐν τῷ οἴκῳ τῶν δύο παιδισκῶν, καὶ οὐχ εὗρεν· εἰσῆλθεν δὲ καὶ εἰς τὸν οἶκον Ῥαχήλ.
Gen 31:34	Ῥαχὴλ δὲ ἔλαβεν τὰ εἴδωλα καὶ ἐνέβαλεν αὐτὰ εἰς τὰ σάγματα τῆς καμήλου καὶ ἐπεκάθισεν αὐτοῖς.
Gen 31:35	καὶ εἶπεν τῷ πατρὶ αὐτῆς Μὴ βαρέως φέρε, κύριε· οὐ δύναμαι ἀναστῆναι ἐνώπιόν σου, ὅτι τὰ κατ᾽ ἐθισμὸν τῶν γυναικίων μού ἐστιν. ἠρεύνησεν δὲ Λαβὰν ἐν ὅλῳ τῷ οἴκῳ, καὶ οὐχ εὗρεν τὰ εἴδωλα. ⸆
Gen 31:36	ὠργίσθη δὲ Ἰακὼβ καὶ ἐμαχέσατο τῷ Λαβάν· ἀποκριθεὶς δὲ Ἰακὼβ εἶπεν τῷ Λαβάν Τί τὸ ἀδίκημά μου καὶ τί τὸ ἁμάρτημά μου, ὅτι κατεδίωξας ὀπίσω μου;
Gen 31:37	καὶ ὅτι ἠρεύνησας ⸆ πάντα τὰ σκεύη τοῦ οἴκου μου, τί εὗρες ἀπὸ πάντων τῶν σκευῶν τοῦ οἴκου σου; θὲς ὧδε ἐναντίον τῶν ἀδελφῶν σου καὶ τῶν ἀδελφῶν μου, καὶ ἐλεγξάτωσαν ἀνὰ μέσον τῶν δύο ἡμῶν.
Gen 31:38	⸂⸆⸃ ταῦτά μοι εἴκοσι ἔτη ἐγώ εἰμι μετὰ σοῦ· τὰ πρόβατά σου καὶ αἱ αἶγές σου οὐκ ἠτεκνώθησαν· κριοὺς τῶν προβάτων σου οὐ κατέφαγον·
Gen 31:39	θηριάλωτον οὐκ ἀνενήνοχά σοι, ἐγὼ ἀπετίννυον ἀπ᾽ ἐμαυτοῦ, κλέμματα ἡμέρας καὶ κλέμματα τῆς νυκτός.
Gen 31:40	ἐγενόμην τῆς ἡμέρας συγκαιόμενος τῷ καύσωνι καὶ παγετῷ τῆς νυκτός, καὶ ἀφίστατο ὁ ὕπνος μου ἀπὸ τῶν ὀφθαλμῶν μου.
Gen 31:41	ταῦτά μοι εἴκοσι ἔτη ἐγώ εἰμι ἐν τῇ οἰκίᾳ σου· ἐδούλευσά σοι δέκα καὶ τέσσερα ἔτη ἀντὶ τῶν δύο θυγατέρων σου καὶ ἓξ ἔτη ἐν τοῖς προβάτοις σου, καὶ παρελογίσω ⸆ τὸν μισθόν μου δέκα ἀμνάσιν.
Gen 31:42	εἰ μὴ ὁ θεὸς τοῦ πατρός μου Ἀβραὰμ καὶ ὁ φόβος Ἰσαὰκ ἦν μοι, νῦν ἂν κενόν με ἐξαπέστειλας· τὴν ταπείνωσίν μου καὶ τὸν κόπον τῶν χειρῶν μου ἴδεν ὁ θεός, καὶ ἤλεγξέν σε χθές.
Gen 31:43	ἀποκριθεὶς δὲ Λαβὰν εἶπεν τῷ Ἰακώβ Αἱ θυγατέρες σου θυγατέρες μου, καὶ οἱ υἱοί σου υἱοί μου, καὶ τὰ κτήνη σου κτήνη μου, καὶ πάντα ὅσα σὺ ὁρᾷς ἐμά ἐστιν· καὶ ταῖς θυγατράσιν μου τί ποιήσω ταύταις σήμερον ἢ τοῖς τέκνοις ⸂⸆⸃ αὐτῶν οἷς ἔτεκον;
Gen 31:44	νῦν οὖν δεῦρο διαθώμεθα διαθήκην ἐγὼ καὶ σύ, καὶ ἔσται εἰς μαρτύριον ἀνὰ μέσον ἐμοῦ καὶ σοῦ. εἶπεν δὲ αὐτῷ Ἰακώβ Ἰδού οὐθεὶς μεθ᾽ ἡμῶν ἐστίν· ἴδε ὁ θεὸς μάρτυς ἀνὰ μὲσον ἐμοῦ καὶ σοῦ.
Gen 31:45	λαβὼν δὲ Ἰακὼβ λίθον ἔστησεν αὐτὸν στήλην.
Gen 31:46	εἶπεν δὲ Ἰακὼβ τοῖς ἀδελφοῖς αὐτοῦ Συλλέγετε λίθους. καὶ συνέλεξαν λίθους, καὶ ἐποίησαν βουνόν· καὶ ἔφαγον καὶ ἔπιον ἐκεῖ ἐπὶ τοῦ βουνοῦ. καὶ εἶπεν αὐτῷ Λαβάν Ὁ βουνὸς οὗτος μαρτυρεῖ ἀνὰ μέσον ἐμοῦ καὶ σοῦ σήμερον·
Gen 31:47	καὶ ἐκάλεσεν αὐτὸν Λαβάν Βουνὸς μάρτυς, Ἰακὼβ δὲ ἐκάλεσεν αὐτόν Βουνὸς μαρτυρεῖ.
Gen 31:48	εἶπεν δὲ Λαβὰν τῷ Ἰακώβ Ἰδοὺ ὁ βουνὸς οὗτος καὶ ἡ στήλη αὕτη ἣν ἔστησα ἀνά μέσον ἐμοῦ καὶ σοῦ· μαρτυρεῖ ὁ βουνὸς οὗτος, καὶ μαρτυρεῖ ἡ στήλη αὕτη· διὰ τοῦτο ἐκλήθη τὸ ὄνομα αὐτοῦ Βουνὸς μαρτυρεῖ,
Gen 31:49	καὶ Ἡ ὅρασις, ἣν εἶπεν Ἐφίδοι ὁ θεὸς ἀνὰ μέσον ἐμοῦ καὶ σοῦ, ὅτι ἀποστησόμεθα ἕτερος ἀπὸ τοῦ ἑτέρου.
Gen 31:50	εἰ ταπεινώσεις τὰς θυγατέρας μου, εἰ λήμψῃ γυναῖκας ἐπὶ ταῖς θυγατράσιν μου, ὅρα, οὐθεὶς μεθ᾽ ἡμῶν ἐστίν.
Gen 31:51	
Gen 31:52	ἐάν τε γὰρ ἐγὼ μὴ διαβῶ πρὸς σέ, μηδὲ σὺ διαβῇς πρὸς μὲ τὸν βουνὸν τοῦτον καὶ τὴν στήλην ταύτην ἐπὶ κακίᾳ.
Gen 31:53	ὁ θεὸς Ἀβραὰμ καὶ ὁ θεὸς Ναχὼρ κρινεῖ ἀνὰ μὲσον ἡμῶν.
Gen 31:54	καὶ ὤμοσεν Ἰακὼβ κατὰ τοῦ φόβου τοῦ πατρὸς αὐτοῦ Ἰσαάκ. καὶ ἔθυσεν Ἰακὼβ θυσίαν ἐν τῷ ὄρει· καὶ ἐκάλεσεν τοὺς ἀδελφοὺς αὐτοῦ, καὶ ἔφαγον καὶ ἔπιον, καὶ ἐκοιμήθησαν ἐν τῷ ὄρει.
Gen 31:55	ἀναστὰς δὲ Λαβὰν τὸ πρωὶ κατεφίλησεν τοὺς υἱοὺς αὐτοῦ καὶ τὰς θυγατέρας αὐτοῦ, καὶ εὐλόγησεν αὐτούς· καὶ ἀποστραφεὶς Λαβὰν ἀπῆλθεν εἰς τὸν τόπον αὐτοῦ.
Gen 32:1	Καὶ Ἰακὼβ ἀπῆλθεν εἰς τὴν ἑαυτοῦ ὁδόν· καὶ ἀναβλέψας τοῖς ὀφθαλμοῖς ἴδεν παρεμβολὴν θεοῦ παρεμβεβληκυῖαν, καὶ συνήντησαν αὐτῷ οἱ ἄγγελοι τοῦ θεοῦ.
Gen 32:2	εἶπεν δὲ Ἰακώβ, ἡνίκα ἴδεν αὐτούς, Παρεμβολὴ θεοῦ αὕτη· καὶ ἐκάλεσεν τὸ ὄνομα τοῦ τόπου ἐκείνου Παρεμβολαί.
Gen 32:3	Ἀπέστειλεν δὲ Ἰακὼβ ἀγγέλους πρὸς Ἠσαὺ τὸν ἀδελφὸν αὐτοῦ εἰς γῆν Σηεὶρ εἰς χώραν Ἐδώμ,
Gen 32:4	καὶ ἐνετείλατο αὐτοῖς λέγων Οὕτως ἐρεῖτε τῷ κυρίῳ μου Ἠσαύ Οὕτως λέγει ὁ παῖς σου Ἰακώβ Μετὰ Λαβὰν παρῴκησα καὶ ἐχρόνισα ἕως τοῦ νῦν·
Gen 32:5	καὶ ἐγένοντό μοι βόες καὶ ὄνοι καὶ πρόβατα καὶ παῖδες καὶ παιδίσκαι· καὶ ἀπέστειλα ἀναγγεῖλαι τῷ κυρίῳ μου Ἠσαύ, ἵνα εὕρῃ ὁ παῖς σου χάριν ἐναντίον σου.
Gen 32:6	καὶ ἀνέστρεψαν οἱ ἄγγελοι πρὸς Ἰακὼβ λέγοντες Ἤλθομεν πρὸς τὸν ἀδελφόν σου Ἠσαύ, καὶ ἔρχεται εἰς συνάντησίν σοι, καὶ τετρακόσιοι ἄνδρες μετ᾽ αὐτοῦ.
