Jos 1:1	ΚΑΙ ἐγένετο μετὰ τὴν τελευτὴν Μωυσῆ εἶπεν Κύριος τῷ Ἰησοῖ υἱῷ Ναυὴ τῷ ὑπουργῷ Μωυσῆ λέγων
Jos 17:4	καὶ ἔστησαν ἐναντίον Ἐλεαζὰρ τοῦ ἱερέως καὶ ἐναντίον Ἰησοῦ καὶ ἐναντίον τῶν ἀρχόντων λέγουσαι Ὁ θεὸς ἐνετείλατο διὰ χειρὸς Μωυσῆ δοῦναι ἡμῖν κληρονομίαν ἐν μέσῳ τῶν ἀδελφῶν ἡμῶν. καὶ ἐδόθη αὐταῖς διὰ προστάγματος Κυρίου κλῆρος ἐν τοῖς ἀδελφοῖς τοῦ πατρὸς αὐτῶν.
Jos 17:5	καὶ ἔπεσεν ὁ σχοινισμὸς αὐτῶν ἀπὸ Ἀνασσά, καὶ πεδίον Λαβὲκ ἐκ τῆς Γαλαὰδ ἥ ἐστιν πέραν τοῦ Ἰορδάνου·
Jos 17:6	ὅτι θυγατέρες υἱῶν Μανασσὴ ἐκληρονόμησαν κλῆρον ἐν μέσῳ τῶν ἀδελφῶν αὐτῶν. ἡ δὲ γῆ Γαλαὰδ ἐγενήθη τοῖς υἱοῖς Μανασσὴ τοῖς καταλελιμμένοις.
Jos 17:7	καὶ ἐγενήθη ὅρια υἱῶν Μανασσὴ Δηλανάθ, ἥ ἐστιν κατὰ πρόσωπον υἱῶν Ἀνάθ, καὶ πορεύεται ἐπὶ τὰ ὅρια ἐπὶ Ἱαμεὶν καὶ Ἰασσεὶβ ἐπὶ πηγὴν Θαφθώθ·
Jos 17:8	τῷ Μανασσὴ ἔσται, καὶ Θαφὲθ ἐπὶ τῶν ὁρίων Μανασσὴ τοῖς υἱοῖς Ἐφράιμ.
Jos 17:9	καὶ καταβήσεται τὰ ὅρια ἐπὶ φάραγγα Καρανὰ ἐπὶ λίβα κατὰ φάραγγα Ἰαριήλ, τερέμινθος τῷ Ἐφράιμ ἀνὰ μέσον πόλεως Μανασσή· καὶ ὅρια Μανασσὴ ἐπὶ τὸν βορρᾶν εἰς τὸν χειμάρρουν. καὶ ἔσται αὐτοῦ ἡ διέξοδος θάλασσα
Jos 17:10	ἀπὸ λιβὸς τῷ Ἐφράιμ, καὶ ἐπὶ βορρᾶν Μανασσή· καὶ ἔσται ἡ θάλασσα ὅρια αὐτοῖς· καὶ ἐπὶ Ἰασὴβ συνάψουσιν ἐπὶ βορρᾶν, καὶ τῷ Ἰσσαχὰρ ἀπ᾽ ἀνατολῶν.
Jos 17:11	καὶ ἔσται Μανασσὴ ἐν Ἰσσαχὰρ καὶ ἐν Ἀσὴρ Καιθοὰν καὶ αἱ κῶμαι αὐτῶν, καὶ τοὺς κατοικοῦντας Δὼρ καὶ τὰς κώμας αὐτῆς, καὶ τοὺς κατοικοῦντας Μαγεδδὼ καὶ τὰς κώμας αὐτῆς, καὶ τὸ τρίτον τῆς Μαφετὰ καὶ τὰς κώμας αὐτῆς.
Jos 17:12	καὶ οὐκ ἠδυνάσθησαν οἱ υἱοὶ Μανασσὴ ἐξολεθρεῦσαι τὰς πόλεις ταύτας· καὶ ἤρχετο ὁ Χαναναῖος κατοικεῖν ἐν τῇ γῇ ταύτῃ.
Jos 17:13	καὶ ἐγενήθη καὶ ἐπεὶ κατίσχυσαν οἱ υἱοὶ Ἰσραήλ, καὶ ἐποίησαν τοὺς Χαναναίους ὑπηκόους, ἐξολεθρεῦσαι δὲ αὐτοὺς οὐκ ἐξωλέθρευσαν.
Jos 17:14	Ἀντεῖπαν δὲ οἱ υἱοὶ Ἰωσὴφ τῷ Ἰησοῦ λέγοντες Διὰ τί ἐκληρονόμησας ἡμᾶς κλῆρον ἕνα καὶ σχοίνισμα ἕν; ἐγὼ δὲ λαὸς πολύς εἰμι, καὶ ὁ θεὸς εὐλόγησέν με.
Jos 17:15	καὶ εἶπεν αὐτοῖς Ἰησοῦς Εἰ λαὸς πολὺς εἶ, ἀνάβηθι εἰς τὸν δρυμὸν καὶ ἐκκάθαρον σεαυτῷ, εἰ στενοχωρεῖ σε τὸ ὄρος τὸ Ἐφράιμ.
Jos 17:16	καὶ εἶπαν Οὐκ ἀρέσκει ἡμῖν τὸ ὄρος τὸ Ἐφράιμ· καὶ ἵππος ἐπίλεκτος καὶ σίδηρος τῷ Χαναναίῳ τῷ κατοικοῦντι ἐν αὐτῷ ἐν Βαιθαισὰν καὶ ἐν ταῖς κώμαις αὐτῆς, ἐν τῇ κοιλάδι Ἰσραήλ.
Jos 17:17	καὶ εἶπεν Ἰησοῦς τοῖς υἱοῖς Ἰωσήφ Εἰ λαὸς πολὺς εἶ καὶ ἰσχὺν μεγάλην ἔχεις, οὐκ ἔσται σοι κλῆρος εἷς·
Jos 17:18	ὁ γὰρ δρυμὸς ἔσται σοι, ὅτι δρυμός ἐστιν, καὶ ἐκκαθαριεῖς αὐτόν, καὶ ἔσται σοι· καὶ ὅταν ἐξολεθρεύσῃς τὸν Χαναναῖον, ὅτι ἵππος ἐπίλεκτός ἐστιν αὐτῷ· σὺ γὰρ ὑπερισχύεις αὐτοῦ.
Jos 18:1	Καὶ ἐξεκκλησιάσθη πᾶσα συναγωγὴ υἱῶν Ἰσραὴλ εἰς Σηλώ, καὶ ἔπηξαν ἐκεῖ τὴν σκηνὴν τοῦ μαρτυρίου, καὶ ἡ γῆ ἐκρατήθη ὑπ᾽ αὐτῶν.
Jos 18:2	καὶ κατελείφθησαν οἱ υἱοὶ Ἰσραὴλ οἳ οὐκ ἐκληρονόμησαν, ἑπτὰ φυλαί.
Jos 18:3	καὶ εἶπεν Ἰησοῦς τοῖς υἱοῖς Ἰσραήλ Ἕως τίνος ἐκλυθήσεσθε κληρονομῆσαι τὴν γῆν ἣν ἔδωκεν Κύριος ὁ θεὸς ἡμῶν;
Jos 18:4	δότε ἐξ ὑμῶν τρεῖς ἄνδρας ἐκ φυλῆς, καὶ ἀναστάντες διελθέτωσαν τὴν γῆν, καὶ διαγραψάτωσαν αὐτὴν ἐναντίον μου καθὰ δεήσει διελθεῖν αὐτήν. καὶ διήλθοσαν πρὸς αὐτόν,
Jos 18:5	καὶ διεῖλεν αὐτοῖς ἑπτὰ μερίδας. Ἰούδας στήσεται αὐτοῖς ὅριον ἀπὸ λιβός, καὶ οἱ υἱοὶ Ἰωσὴφ στήσονται αὐτοῖς ἀπὸ βορρᾶ.
Jos 18:6	ὑμεῖς δὲ μερίσατε τὴν γῆν ἑπτὰ μερίδας καὶ ἐνέγκατε πρὸς μὲ ὧδε, καὶ ἐξοίσω ὑμῖν κλῆρον ἔναντι Κυρίου τοῦ θεοῦ ἡμῶν.
Jos 18:7	οὐ γάρ ἐστιν μερὶς τοῖς υἱοῖς Λευεὶ ἐν ὑμῖν, ἱερατεία γὰρ Κυρίου μερὶς αὐτοῦ· καὶ Γὰδ καὶ Ῥουβὴν καὶ τὸ ἥμισυ φυλῆς Μανασσὴ ἐλάβοσαν τὴν κληρονομίαν αὐτῶν πέραν τοῦ Ἰορδάνου ἐπ᾽ ἀνατολῆς, ἣν ἔδωκεν αὐτοῖς Μωυσῆς ὁ παῖς Κυρίου.
Jos 18:8	καὶ ἀναστάντες οἱ ἄνδρες ἐπορεύθησαν. καὶ ἐνετείλατο Ἰησοῦς τοῖς ἀνδράσιν τοῖς πορευομένοις χωροβατῆσαι τὴν γῆν λέγων Πορεύεσθε καὶ χωροβατήσατε τὴν γῆν, καὶ παραγενήθητε πρὸς μέ· καὶ ὧδε ἐξοίσω ὑμῖν κλῆρον ἔναντι Κυρίου ἐν Σηλώ.
Jos 18:9	καὶ ἐπορεύθησαν καὶ ἐχωροβάτησαν τὴν γῆν, καὶ ἴδοσαν αὐτήν, καὶ ἔγραψαν αὐτὴν κατά πόλεις ἑπτά μερίδας εἰς βιβλίον, καὶ ἤνεγκαν πρὸς Ἰησοῦν.
Jos 18:10	καὶ ἐνέβαλεν αὐτοῖς Ἰησοῦς κλῆρον ἐν Σηλὼ ἔναντι Κυρίου.
Jos 18:11	καὶ ἐξῆλθεν ὁ κλῆρος Βενιαμεὶν πρῶτος κατὰ δήμους αὐτῶν· καὶ ἐξῆλθεν ὅρια τοῦ κλήρου αὐτῶν ἀνὰ μέσον Ἰούδα καὶ ἀνὰ μέσον τῶν υἱῶν Ἰωσήφ.
Jos 18:12	καὶ ἐγενήθη αὐτῶν τὰ ὅρια ἀπὸ βορρᾶ· ἀπὸ τοῦ Ἱορδάνου προσαναβήσεται τὰ ὅρια κατὰ νῶτου Ἰερειχὼ ἀπὸ βορρᾶ, καὶ ἀναβήσεται ἐπὶ τὸ ὄρος ἐπὶ τὴν θάλασσαν, καὶ ἔσται αὐτοῦ ἡ διέξοδος Μαβδαρεῖτις Βαιθών·
Jos 18:13	καὶ διελεύσεται ἐκεῖθεν τὰ ὅρια Λοῦζα ἐπὶ νώτου Λοῦξα ἀπὸ λιβὸς αὐτῆς, αὕτη ἐστὶν Βαιθήλ. καὶ καταβήσεται τὰ ὅρια Μααταρωθορὲχ ἐπὶ τὴν ὀρεινήν, ἥ ἐστιν πρὸς λίβα Βαιθωρών, ἡ κάτω·
Jos 18:14	καὶ διελεύσεται τὰ ὅρια καὶ παρελεύσεται ἐπὶ τὸ ὄρος τὸ βλέπον παρὰ θάλασσαν ἀπὸ λιβός, ἀπὸ τοῦ ὄρους ἐπὶ πρόσωπον Βαιθωρὼν λίβα, καὶ ἔσται αὐτοῦ ἡ διέξοδος εἰς Καριαθβάαλ, αὕτη ἐστὶν Καριαθιαρείν, πόλις υἱῶν Ἰούδα· τοῦτό ἐστιν τὸ μέρος το πρὸς θάλασσαν.
Jos 18:15	καὶ μέρος τὸ πρὸς λίβα ἀπὸ μέρους Καριαθβάαλ· καὶ διελεύσεται ὅρια εἰς Γασείν, ἐπὶ πηγὴν ὕδατος Ναφθώ·
Jos 18:16	καὶ καταβήσεται τὰ ὅρια ἐπὶ μέρους, τοῦτό ἐστιν κατὰ πρόσωπον νάπης Σοννάμ, ὅ ἐστιν ἐκ μέρους Ἐμεκραφαεὶν ἀπὸ βορρᾶ· καὶ καταβήσεται Γαίεννα ἐπὶ νότον Ἰεβουσαὶ ἀπὸ λιβός, καταβήσεται ἐπὶ πηγὴν Ῥωγήλ·
Jos 18:17	καὶ διελεύσεται ἐπὶ πηγὴν Βαιθσάμυς, καὶ παρελεύσεται ἐπὶ Γαλιαώθ, ἥ ἐστιν ἀπέναντι πρός ἀνάβασιν Αἰθαμείν, καὶ καταβήσεται ἐπὶ λίθον Βαίων υἱῶν Ῥουβήν·
Jos 18:18	καὶ διελεύσεται κατὰ νώτου Βαιθαραβὰ ἀπὸ βορρᾶ, καὶ καταβήσεται
Jos 18:19	ἐπὶ τὰ ὅρια ἐπὶ νῶτον θάλασσαν ἀπὸ βορρᾶ· καὶ ἔσται ἡ διέξοδος τῶν ὁρίων ἐπὶ λοφιὰν τῆς θαλάσσης τῶν ἁλῶν ἐπὶ βορρᾶν εἰς μέρος τοῦ Ἰορδάνου ἀπὸ λιβός· ταῦτα τὰ ὅριά ἐστιν ἀπὸ λιβός.
Jos 18:20	καὶ ὁ Ἰορδάνης ὁριεῖ ἀπὸ μέρους ἀνατολῶν. αὕτη ἡ κληρονομία υἱῶν Βενιαμείν, τὰ ὅρια αὐτῆς κύκλῳ κατὰ δήμους.
Jos 18:21	καὶ ἐγενήθησαν αἱ πόλεις τῶν υἱῶν Βενιαμεὶν κατὰ δήμους αὐτῶν Ἰερειχὼ καὶ Βεθεγαιὼ καὶ Ἀμεκασεὶς
Jos 18:22	καὶ Βαιθαβαρὰ καὶ Σαρὰ καὶ βησανὰ
Jos 18:23	καὶ Αἰεὶν καὶ Φαρὰ καὶ Ἰεφραθὰ
Jos 18:24	καὶ Καραφὰ καὶ Κεφειρὰ καὶ Μονεὶ καὶ Γάβαα, πόλεις δέκα δύο καὶ αἱ κῶμαι αὐτῶν·
Jos 18:25	Γαβαὼν καὶ Ῥαμὰ καὶ Βεηρωθὰ
Jos 18:26	καὶ Μασσημὰ καὶ Μειρὼν καὶ Ἁμωκὴ
Jos 18:27	καὶ Φειρὰ καὶ Καφὰν καὶ Νακὰν καὶ Σεληκὰν καὶ Θαρεηλὰ
Jos 18:28	καὶ Ἰεβούς, αὕτη ἐστὶν Ἰερουσαλήμ, καὶ πόλεις καὶ Γαβαωθιαρείμ, Βενιαμεὶν κατὰ δήμους αὐτῶν.
Jos 19:1	Καὶ ἐξῆλθεν ὁ δεύτερος κλῆρος τῶν υἱῶν Συμεών· καὶ ἐγενήθη ἡ κληρονομία αὐτῶν ἀνὰ μέσον κλήρων υἱῶν Ἰούδα.
Jos 19:2	καὶ ἐγενήθη ὁ κλῆρος αὐτῶν Βηρσάβεε καὶ Σάμαα καὶ Κωλαδὰμ
Jos 19:3	καὶ Ἁρσωλὰ καὶ Βωλὰ καὶ Ἰάσον
Jos 19:4	καὶ Ἐλθουλὰ καὶ Βουλὰ καὶ Ἑρμὰ
Jos 19:5	καὶ Σικελὰκ καὶ Βαιθμαχερὲβ καὶ Σαρσουσεὶν
Jos 19:6	καὶ Βαθαρὼθ καὶ οἱ ἀγροὶ αὐτῶν, πόλεις δέκα τρεῖς καὶ αἱ κῶμαι αὐτῶν·
Jos 19:7	Ἐρεμμὼν καὶ Θαλχὰ καὶ Ἰέθερ καὶ Ἀσάν, πόλεις τέσσαρες καὶ αἱ κῶμαι αὐτῶν
Jos 19:8	κύκλῳ τῶν πόλεων αὐτῶν ἕως Βαρὲκ πορευομένων Βάμεθ κατὰ λίβα· αὕτη ἡ κληρονομία φυλῆς υἱῶν Συμεὼν κατὰ δήμους αὐτῶν.
Jos 19:9	ἀπὸ τοῦ κλήρου Ἰούδα ἡ κληρονομία φυλῆς υἱῶν Συμεών, ὅτι ἐγενήθη ἡ μερὶς υἱῶν Ἰούδα μείζων τῆς αὐτῶν· καὶ ἐκληρονόμησαν οἱ υἱοὶ Συμεὼν ἐν μέσῳ τοῦ κλήρου αὐτῶν.
Jos 19:10	Καὶ ἐξῆλθεν ὁ κλῆρος ὁ τρίτος τῷ Ζαβουλὼν κατὰ δήμους αὐτῶν. ἔσται τὰ ὅρια τῆς κληρονομίας αὐτῶν Ἐσεδεκγωλά· ὅρια αὐτῶν
Jos 19:11	ἡ θάλασσα καὶ Μαραγελδά, καὶ συνάψει ἐπὶ Βαιθαραβὰ εἰς τὴν φάραγγα, ἥ ἐστιν κατὰ πρόσωπον Ἰεκμάν·
Jos 19:12	καὶ ἀνέστρεψεν ἀπὸ Σεδδοὺκ ἐξ ἐναντίας ἀπ᾽ ἀνατολῶν Βαιθσάμυς ἐπὶ τὰ ὅρια Χασελωθαίθ, καὶ διελεύσεται ἐπὶ Δαβειρώθ, καὶ προσαναβήσεται ἐπὶ Φαγγαί·
Jos 19:13	καὶ ἐκεῖθεν περιελεύσεται ἐξ ἐναντίας ἐπ᾽ ἀνατολὰς ἐπὶ Γεβερέ, ἐπὶ πόλιν Κατασέμ, καὶ διελεύσεται ἐπὶ Ῥεμμωνὰ Ἁμαθὰρ Ἁοζά·
Jos 19:14	καὶ περιελεύσεται ὅρια ἐπὶ βορρᾶν ἐπὶ Ἁμώθ, καὶ ἔσται ἡ διέξοδος αὐτῶν ἐπὶ Γαιφαὴλ
Jos 19:15	καὶ Κατανὰθ καὶ Ναβαὰλ καὶ Συμοὼν καὶ Ἰερειχὼ καὶ Βαιθμάν.
Jos 19:16	αὕτη ἡ κληρονομία φυλῆς υἱῶν Ζαβουλὼν κατὰ δήμους αὐτῶν, πόλεις καὶ αἱ κῶμαι αὐτῶν.
Jos 19:17	Καὶ τῷ Ἰσσαχὰρ ἐξῆλθεν ὁ κλῆρος ὁ τέταρτος.
Jos 19:18	καὶ ἐγενήθη τὰ ὅρια αὐτῶν Ἰαζὴλ καὶ Χασαλὼθ καὶ Σουνὰν
Jos 19:19	καὶ Ἁγεὶν καὶ Σιωνὰ καὶ Ῥεηρὼθ καὶ Ἀναχερὲθ
Jos 19:20	καὶ Δαβειρὼν καὶ Κεισὼν καὶ Ῥέβες
Jos 19:21	καὶ Ῥέμμας καὶ Ἰεὼν καὶ Τομμὰν καὶ Αἰμαρὲκ καὶ Βηρσαφής.
Jos 19:22	καὶ συνάψει τὰ ὅρια ἐπὶ Γαιθβὼρ καὶ ἐπὶ Σαλεὶμ κατὰ θάλασσαν καὶ Βαιθσάμυς· καὶ ἔσται αὐτοῦ ἡ διέξοδος τῶν ὁρίων ὁ Ἰορδάνης.
Jos 19:23	αὕτη ἡ κληρονομία φυλῆς υἱῶν Ἰσσαχὰρ κατὰ δήμους αὐτῶν, αἱ πόλεις καὶ αἱ κῶμαι αὐτῶν.
Jos 19:24	Καὶ ἐξῆλθεν ὁ κλῆρος ὁ πέμπτος Ἀσήρ.
Jos 19:25	καὶ ἐγενήθη τὰ ὅρια αὐτῶν ἐξ Ἑλεκὲθ καὶ Ἁλὲφ καὶ Βαίθοκ καὶ Κεὰφ
Jos 19:26	καὶ Ἐλειμέλεκ καὶ Ἀμιὴλ καὶ Μαασά· καὶ συνάψει τῷ Καρμήλῳ κατὰ θάλασσαν καὶ τῷ Σειὼν καὶ Λαβανάθ.
Jos 19:27	καὶ ἐπιστρέψει ἀπ᾽ ἀνατολῶν ἡλίου καὶ Βαιθεγενέθ, καὶ συνάψει τῷ Ζαβουλὼν καὶ ἐκ Γαὶ καὶ Φθαιὴλ κατὰ βορρᾶν, καὶ εἰσελεύσεται ὅρια Σαφθαιβαιθμὲ καὶ Ἰναήλ, καὶ διελεύσεται εἰς Χωβαμασομὲλ
Jos 19:28	καὶ Ἐλβὼν καὶ Ῥαὰβ καὶ Ἐμεμαὼν και Κανθὰν ἕως Σιδῶνος τῆς μεγάλης·
Jos 19:29	καὶ ἀναστρέψει τὰ ὅρια εἰς Ῥαμὰ καὶ ἕως πηγῆς Μασφασσὰτ καὶ τῶν Τυρίων· καὶ ἀναστρέψει τὰ ὅρια ἐπὶ Ἰασείφ, καὶ ἔσται ἡ διέξοδος αὐτοῦ ἡ θάλασσα καὶ ἀπὸ Λὲβ καὶ Ἐχοζὸβ
Jos 19:30	καὶ Ἀρχὼβ καὶ Ἀφὲκ καὶ Ῥααύ.
Jos 19:31	αὕτη ἡ κληρονομία φυλῆς υἱῶν Ἀσὴρ κατὰ δήμους αὐτῶν, πόλεις καὶ αἱ κῶμαι αὐτῶν.
Jos 19:32	Καὶ τῷ Νεφθαλεὶ ἐξῆλθεν ὁ κλῆρος ὁ ἕκτος.
Jos 19:33	καὶ ἐγενήθη τὰ ὅρια αὐτῶν Μοολὰμ καὶ Μωλὰ καὶ Βεσεμιεὶν καὶ Ἀρμὲ καὶ Νάβωκ καὶ Ἰεφθαμαὶ ἕως Δωδάμ· καὶ ἐγενήθησαν αἱ διέξοδοι αὐτοῦ ὁ Ἰορδάνης.
Jos 19:34	καὶ ἐπιστρέφει τὰ ὅρια ἐπὶ θάλασσαν Ἐνὰθ Θαβώρ, καὶ διελεύσεται ἐκεῖθεν Ἱακᾶνα, καὶ συνάψει τῷ Ζαβουλὼν ἀπὸ νότου, καὶ Ἀσὴρ συνάψει κατὰ θάλασσαν, καὶ ὁ Ἰορδάνης ἀπ᾽ ἀνατολῶν ἡλίου.
Jos 19:35	καὶ αἱ πόλεις τειχήρεις τῶν Τυρίων, Τύρος καὶ Ὡμαθά, Δακὲθ καὶ Κενέρεθ.
Jos 19:36	καὶ Ἀρμαὶθ καὶ Ἁραὴλ καὶ Ἁσὼρ
Jos 19:37	καὶ Κάδες καὶ Ἀσσαρέι καὶ πηγὴ Ἁσὸρ
Jos 19:38	καὶ Κερωὲ καὶ Μεγαλά, Ἁρεὶμ καὶ Βαιθθαμὲ καὶ Θεσσάμυς.
Jos 19:39	αὕτη ἡ κληρονομία φυλῆς υἱῶν Νεφθαλεί.
Jos 19:40	Καὶ τῷ Δὰν ἐξῆλθεν ὁ κλῆρος ὁ ἕβδομος.
Jos 19:41	καὶ ἐγενήθη τὰ ὅρια αὐτῶν Σαρὰθ καὶ Ἀσά, πόλεις Σάμμαυς,
Jos 19:42	καὶ Σαλαβεὶν καὶ Ἀμμὼν καὶ Σειλαθὰ
Jos 19:43	καὶ Αἰλὼν καὶ Θαμνᾶθα καὶ Ἀκκαρὼν
Jos 19:44	καὶ Ἀλκαθὰ καὶ Βεγεθὼν καὶ Γεβεελὰν
Jos 19:45	καὶ Ἁζὼρ καὶ Βαναιβακὰτ καὶ Γεθρεμμών,
Jos 19:46	καὶ ἀπὸ θαλάσσης Ἰερακὼν ὅριον πλησίον Ἰόππης.
Jos 19:47	καὶ ἐπορεύθησαν οἱ υἱοὶ Ἰούδα καὶ ἐπολέμησαν τὴν Λαχείς, καὶ κατελάβοντο αὐτὴν καὶ ἐπάταξαν αὐτὴν ἐν στόματι μαχαίρας, καὶ κατῴκησαν αὐτὴν καὶ ἐκάλεσαν τὸ ὄνομα αὐτῆς Λασεννδάκ. [1] καὶ ὁ Ἀμορραῖος ὑπέμεινεν τοῦ κατοικεῖν ἐν Ἐλὼμ καὶ ἐν Σαλαμείν· καὶ ἐβαρύνθη ἡ χεὶρ τοῦ Ἐφράιμ ἐπ᾽ αὐτούς, καὶ ἐγένοντο αὐτοῖς εἰς φόρον.
