1Ch 1:1	ΑΔΑΜ, Σήθ, Ἐνώς,
1Ch 18:2	καὶ ἐπάταξεν τὴν Μωάβ, καὶ ἦσαν Μωὰβ παῖδες τῷ Δαυεὶδ φέροντες δῶρα.
1Ch 18:3	καὶ ἐπάταξεν Δαυεὶδ τὸν Ἁδραάζαρ βασιλέα Σουβὰ Ἡμάθ, πορευομένου αὐτοῦ ἐπιστῆσαι χεῖρα αὐτοῦ ἐπὶ ποταμὸν Εὐφράτην.
1Ch 18:4	καὶ προκατελάβετο Δαυεὶδ αὐτῶν χίλια ἅρματα καὶ ἑπτὰ χιλιάδας ἵππων καὶ εἴκοσι χιλιάδας ἀνδρῶν· καὶ παρέλυσεν Δαυεὶδ πάντα τὰ ἅρματα, καὶ ὑπελίπετο ἐξ αὐτῶν ἑκατὸν ἅρματα.
1Ch 18:5	καὶ ἦλθεν Σύρος ἐκ Δαμασκοῦ βοηθῆσαι Ἁδραάζαρ βασιλεῖ Σουβά, καὶ ἐπάταξεν ἐν τῷ Σύρῳ εἴκοσι καὶ δύο χιλιάδας ἀνδρῶν.
1Ch 18:6	καὶ ἔθετο Δαυεὶδ φρουρὰν ἐν Συρίᾳ τῇ κατὰ Δαμασκόν, καὶ ἦσαν τῷ Δαυεὶδ εἰς παῖδας φέροντας δῶρα· καὶ ἔσωζεν Κύριος Δαυεὶδ ἐν πᾶσιν οἷς ἐπορεύετο.
1Ch 18:7	καὶ ἔλαβεν Δαυεὶδ τοὺς κλοιοὺς τοὺς χρυσοῦς οἳ ἦσαν ἐπὶ τοὺς παῖδας Ἁδραάζαρ, καὶ ἤνεγκεν αὐτοὺς εἰς Ἰερουσαλήμ.
1Ch 18:8	καὶ ἐκ τῆς Μεταβηχὰς καὶ ἐκ τῶν ἐκλεκτῶν πολέμων τῶν Ἁδραάζαρ ἔλαβεν Δαυεὶδ χαλκὸν πολὺν σφόδρα· ἐξ αὐτοῦ ἐποίησεν Σαλωμὼν τὴν θάλασσαν τὴν χαλκῆν καὶ τοὺς στύλους καὶ τὰ σκεύη τὰ χαλκᾶ.
1Ch 18:9	καὶ ἤκουσεν Θῶα βασιλεὺς Ἡμὰθ ὅτι ἐπάταξεν Δαυεὶδ τὴν πᾶσαν δύναμιν Ἁδραάζαρ βασιλέως Σουβά,
1Ch 18:10	καὶ ἀπέστειλεν τὸν Ἱδουραὰμ υἱὸν αὐτοῦ πρὸς τὸν βασιλέα Δαυεὶδ τοῦ ἐρωτῆσαι αὐτὸν τὰ εἰς εἰρήνην καὶ τοῦ εὐλογῆσαι αὐτὸν ὑπὲρ οὗ ἐπολέμησεν τὸν Ἁδραάζαρ καὶ ἐπάταξεν αὐτόν, ὅτι ἀνὴρ πολέμιος Θῶα ἦν τῷ Ἁδραάζαρ· καὶ πάντα σκεύη ἀργυρᾶ καὶ χρυσᾶ.
1Ch 18:11	καὶ ταῦτα ἡγίασεν Δαυεὶδ τῷ κυρίῳ μετὰ τοῦ ἀργυρίου καὶ τοῦ χρυσίου οὗ ἔλαβεν ἐκ πάντων τῶν ἐθνῶν, ἐξ Ἰδουμαίας καὶ Μωὰβ καὶ ἐξ υἱῶν Ἀμμὼν καὶ ἐκ τῶν ἀλλοφύλων καὶ ἐξ Ἀμαλήκ.
1Ch 18:12	καὶ Ἀβεσσὰ υἱὸς Σαρουίας ἐπάταξεν τὴν Ἰδουμαίαν ἐν κοιλάδι τῶν ἁλῶν, ὀκτὼ καὶ δέκα χιλιάδας,
1Ch 18:13	καὶ ἔθετο ἐν τῇ κοιλάδι φρουράς· καὶ ἦσαν πάντες οἱ Ἰδουμαῖοι παῖδες Δαυείδ· καὶ ἔσωζεν Κύριος ἐν πᾶσιν οἷς ἐπορεύετο.
1Ch 18:14	Καὶ ἐβασίλευσεν Δαυεὶδ ἐπὶ πάντα Ἰσραήλ, καὶ ἦν ποιῶν κρίμα καὶ δικαιοσύνην τῷ παντὶ λαῷ αὐτοῦ.
1Ch 18:15	καὶ Ἰωὰβ υἱὸς Σαρουιὰ ἐπὶ τῆς στρατείας, καὶ Ἰωσαφὰτ υἱὸς Ἀχειὰ ὑπομνηματογράφος,
1Ch 18:16	καὶ Σαδὼκ υἱὸς Ἀχειτὼβ καὶ Ἀχειμέλεχ υἱὸς Ἀβιαθὰρ ἱερεῖς, καὶ Ἰησοῦς γραμματεύς,
1Ch 18:17	καὶ Βαναίας υἱὸς Ἰωδᾶε ἐπὶ τῶν ἱερέων καὶ Φαλτειά· καὶ υἱοὶ Δαυεὶδ οἱ πρῶτοι διάδοχοι τοῦ βασιλέως.
1Ch 19:1	Καὶ ἐγένετο μετὰ ταῦτα ἀπέθανεν βασιλεὺς υἱῶν Ἀμμών, καὶ ἐβασίλευσεν Ἁνὰν υἱὸς αὐτοῦ ἀντ᾽ αὐτοῦ.
1Ch 19:2	καὶ εἶπεν Δαυείδ Ποιήσω ἔλεος μετὰ Ἁνὰν υἱοῦ Ἁνάς, ὡς ἐποίησεν ὁ πατὴρ αὐτοῦ μετ᾽ ἐμοῦ ἔλεος· καὶ ἀπέστειλεν ἀγγέλους Δαυεὶδ τοῦ παρακαλέσαι αὐτὸν περὶ τοῦ πατρὸς αὐτοῦ. καὶ ἦλθον παῖδες Δαυεὶδ εἰς γῆν υἱῶν Ἀμμὼν τοῦ παρακαλέσαι αὐτόν.
1Ch 19:3	καὶ εἶπον ἄρχοντες Ἀμμὼν πρὸς Ἁνάν Μὴ δοξάζων τὸν πατέρα σου ἐναντίον σου ἀπέστειλέν σοι παρακαλοῦντας; οὐχ ὅπως ἐξεραυνήσωσιν τὴν πόλιν τοῦ κατασκοπῆσαι τὴν γῆν ἦλθον παῖδες αὐτοῦ πρὸς σέ;
1Ch 19:4	καὶ ἔλαβεν Ἁνὰν τοὺς παῖδας Δαυεὶδ καὶ ἐξύρησεν αὐτούς, καὶ ἀφεῖλεν τῶν μανδυῶν αὐτῶν τὸ ἥμισυ ἕως τῆς ἀναβολῆς, καὶ ἀπέστειλεν αὐτούς.
1Ch 19:5	καὶ ἦλθον ἀπαγγεῖλαι τῷ Δαυεὶδ περὶ τῶν ἀνδρῶν, καὶ ἀπέστειλεν εἰς ἀπάντησιν αὐτοῖς, ὅτι ἦσαν ἠτιμωμένοι σφόδρα· καὶ εἶπεν ὁ βασιλεύς Καθίσατε ἐν Ἰερειχὼ ἕως τοῦ ἀνατεῖλαι τοὺς πώγωνας ὑμῶν, καὶ ἀνακάμψατε.
1Ch 19:6	καὶ εἶδον οἱ υἱοὶ Ἀμμὼν ὅτι ᾐσχύνθη λαὸς Δαυείδ· καὶ ἀπέστειλεν Ἁνὰν καὶ οἱ υἱοὶ Ἀμμὼν χίλια τάλαντα ἀργυρίου τοῦ μισθώσασθαι ἑαυτοῖς ἐκ Συρίας Μεσοποταμίας καὶ ἐκ Συρίας Μοοχὰ καὶ παρὰ Σωβὰλ ἅρματα καὶ ἱππεῖς.
1Ch 19:7	καὶ ἐμισθώσαντο ἑαυτοῖς ἅρματα καὶ ἱππεῖς, δύο καὶ τριάκοντα χιλιάδας ἁρμάτων, καὶ τὸν βασιλέα Μωχὰ καὶ τὸν λαὸν αὐτοῦ, καὶ ἦλθον καὶ παρενέβαλον κατέναντι Μαιδαβά· καὶ οἱ υἱοὶ Ἀμμὼν συνήχθησαν ἐκ τῶν πόλεων αὐτῶν καὶ ἦλθον εἰς τὸ πολεμῆσαι.
1Ch 19:8	καὶ ἤκουσεν Δαυείδ, καὶ ἀπέστειλεν τὸν Ἰωὰβ καὶ πᾶσαν τὴν στρατείαν τῶν δυνατῶν.
1Ch 19:9	καὶ ἐξῆλθον οἱ υἱοὶ Ἀμμὼν καὶ παρατάσσονται εἰς πόλεμον παρὰ τὸν πυλῶνα τῆς πόλεως· καὶ οἱ βασιλεῖς οἱ ἐλθόντες παρενέβαλον καθ᾽ ἑαυτοὺς ἐν τῷ πεδίῳ·
1Ch 19:10	καὶ εἶδεν Ἰωὰβ ὅτι γεγόνασιν ἀντιπρόσωποι τοῦ πολεμεῖν πρὸς αὐτὸν κατὰ πρόσωπον καὶ ἐξόπισθεν· καὶ ἐξελέξατο ἐκ παντὸς νεανίου ἐξ Ἰσραήλ, καὶ παρετάξαντο ἐναντίον τοῦ Σύρου.
1Ch 19:11	καὶ τὸ κατάλοιπον τοῦ λαοῦ ἔδωκεν ἐν χειρὶ Ἀβεσσὰ ἀδελφοῦ αὐτοῦ, καὶ παρετάξαντο ἐξ ἐναντίας υἱῶν Ἀμμών.
1Ch 19:12	καὶ εἶπεν Ἐὰν κρατήσῃ ὑπὲρ ἐμὲ Σύρος, καὶ ἔσῃ μοι εἰς σωτηρίαν· καὶ ἐὰν υἱοὶ Ἀμμὼν κρατήσωσιν ὑπὲρ σέ, καὶ σώσω σε.
1Ch 19:13	καὶ Κύριος τὸ ἀγαθὸν ποιήσει.
1Ch 19:14	καὶ παρετάξατο Ἰωὰβ καὶ ὁ λαὸς ὁ μετ᾽ αὐτοῦ κατέναντι Σύρων εἰς πόλεμον, καὶ ἔφυγον ἀπ᾽ αὐτοῦ.
1Ch 19:15	καὶ οἱ υἱοὶ Ἀμμὼν εἶδον ὅτι ἔφυγον Σύροι, καὶ ἔφυγον καὶ αὐτοὶ ἀπὸ προσώπου Ἰωὰβ καὶ ἀπὸ προσώπου ἀδελφοῦ αὐτοῦ, καὶ ἦλθον εἰς τὴν πόλιν· καὶ ἦλθεν Ἰωὰβ εἰς Ἰερουσαλήμ.
1Ch 19:16	καὶ εἶδεν Σύρος ὅτι ἐτροπώσατο αὐτὸν Ἰσραήλ, καὶ ἀπέστειλαν ἀγγέλους· καὶ ἐξήγαγον τὸν Σύρον ἐκ τοῦ πέραν τοῦ ποταμοῦ, καὶ Σωφὰρ ἀρχιστράτηγος δυνάμεως Ἁδραάζαρ ἔμπροσθεν αὐτῶν.
1Ch 19:17	καὶ ἀπηγγέλη τῷ Δαυείδ, καὶ συνήγαγεν τὸν πάντα Ἰσραήλ, καὶ διέβη τὸν Ἰορδάνην καὶ ἦλθεν ἐπ᾽ αὐτοὺς καὶ παρετάξατο ἐπ᾽ αὐτούς. καὶ παρατάσσεται Σύρος ἐξ ἐναντίας Δαυεὶδ καὶ ἐπολέμησαν αὐτόν. ⸆
1Ch 19:18	καὶ ἔφυγεν Σύρος ἀπὸ προσώπου Δαυείδ, καὶ ἀπέκτεινεν Δαυεὶδ ἀπὸ τοῦ Σύρου ἑπτὰ χιλιάδας ἁρμάτων καὶ τεσσεράκοντα χιλιάδας πεζῶν, καὶ τὸν Σαφὰθ ἀρχιστράτηγον δυνάμεως ἀπέκτεινεν.
1Ch 19:19	καὶ εἶδον παῖδες Ἁδραάζαρ ὅτι ἐπταίκασιν ἀπὸ προσώπου Ἰσραήλ, καὶ διέθεντο μετὰ Δαυεὶδ καὶ ἐδούλευσαν αὐτῷ· καὶ οὐκ ἠθέλησεν Σύρος τοῦ βοηθῆσαι Ἀμμὼν ἔτι.
1Ch 20:1	Καὶ ἐγένετο ἐν τῷ ἐπιόντι ἔτει ἐν τῇ ἐξόδῳ τῶν βασιλέων καὶ ἤγαγεν Ἰωὰβ πᾶσαν τὴν δὺναμιν τῆς στρατείας, καὶ ἔφθειραν τὴν χώραν υἱῶν Ἀμμών· καὶ ἦλθεν καὶ περιεκάθισεν τὴν Ῥάββαν. καὶ Δαυεὶδ ἐκάθητο ἐν Ἰερουσαλήμ· καὶ ἐπάταξεν τὴν Ῥαββὰ καὶ κατέσκαψεν αὐτήν.
1Ch 20:2	καὶ ἔλαβεν Δαυεὶδ τὸν στέφανον Μολχὸλ βασιλέως αὐτῶν ἀπὸ τῆς κεφαλῆς αὐτοῦ, καὶ εὑρέθη ὁ σταθμὸς αὐτοῦ τάλαντον χρυσίου, καὶ ἐν αὐτῷ λίθος τίμιος, καὶ ἦν ἐπὶ τὴν κεφαλὴν Δαυείδ· καὶ σκῦλα τῆς πόλεως ἐξήνεγκεν πολλὰ σφόδρα.
1Ch 20:3	καὶ τὸν λαὸν τὸν ἐν αὐτῇ ἐξήγαγεν καὶ διέπρισεν πρίοσιν καὶ ἐν σκεπάρνοις σιδηροῖς, καὶ οὕτως ἐποίησεν Δαυεὶδ τοῖς παισὶν υἱοῖς Ἀμμών· καὶ ἀνέστρεψεν Δαυεὶδ καὶ πᾶς ὁ λαὸς αὐτοῦ εἰς Ἰερουσαλήμ.
1Ch 20:4	Καὶ ἐγένετο μετὰ ταῦτα καὶ ἐγένετο ἔτι πόλεμος ἐν Γάζερ μετὰ τῶν ἀλλοφύλων· τότε ἐπάταξεν Σοβοχαὶ Θωσαθεὶ τὸν Σαφοὺτ ἀπὸ τῶν υἱῶν τῶν γιγάντων καὶ ἐταπείνωσεν αὐτόν.
1Ch 20:5	καὶ ἐγένετο ἔτι πόλεμος μετὰ τῶν ἀλλοφύλων, καὶ ἐπάταξεν Ἐλλὰν υἱὸς Ἰαεὶρ τὸν Ἐλεμεὲ ἀδελφὸν Γολιὰθ τοῦ Γεθθαίου, καὶ ξύλον δόρατος αὐτοῦ ὡς ἀντίον ὑφαινόντων.
1Ch 20:6	καὶ ἐγένετο ἔτι πόλεμος ἐν Γέθ, καὶ ἦν ἀνὴρ ὑπερμεγέθης, καὶ δάκτυλοι αὐτοῦ ἓξ καὶ ἓξ, εἴκοσι τέσσαρες· καὶ οὗτος ἦν ἀπόγονος γιγάντων.
1Ch 20:7	καὶ ὠνείδισεν τὸν Ἰσραήλ, καὶ ἐπάταξεν αὐτὸν Ἰωναθὰν υἱὸς Σαμαά, υἱὸς ἀδελφοῦ Δαυείδ.
1Ch 20:8	οὗτος ἐγένετο Ῥαφὰ ἐν Γέθ· πάντες ἦσαν τέσσαρες γίγαντες, καὶ ἔπεσον ἐν χειρὶ Δαυεὶδ καὶ ἐν χειρὶ παίδων αὐτοῦ.
1Ch 21:1	Καὶ ἔστη διάβολος ἐν τῷ Ἰσραήλ, καὶ ἐπέσεισεν τὸν Δαυεὶδ τοῦ ἀριθμῆσαι τὸν Ἰσραήλ.
1Ch 21:2	καὶ εἶπεν ὁ βασιλεὺς Δαυεὶδ πρὸς Ἰωὰβ καὶ πρὸς τοὺς ἄρχοντας τῆς δυνάμεως Πορεύθητε δὴ ἀριθμήσατε τὸν Ἰσραὴλ ἀπὸ Βηρσάβεε καὶ ἕως Δάν, καὶ ἐνέγκατε πρὸς μέ, καὶ γνώσομαι τὸν ἀριθμὸν αὐτῶν.
1Ch 21:3	καὶ εἶπεν Ἰωάβ Προσθείη Κύριος ἐπὶ τὸν λαὸν αὐτοῦ ὡς αὐτοὶ ἑκατονταπλασίως, καὶ οἱ ὀφθαλμοὶ κυρίου μου τοῦ βασιλέως βλέποντες· πάντες τῷ κυρίῳ μου παῖδες· ἵνα τί ζητεῖ κύριός μου τοῦτο; ἵνα μὴ γένηται εἰς ἁμαρτίαν τῷ Ἰσραήλ.
1Ch 21:4	καὶ ἦλθεν εἰς Ἰερουσαλήμ.
1Ch 21:5	καὶ ἔδωκεν Ἰωὰβ τὸν ἀριθμὸν τῆς ἐπισκέψεως τοῦ λαοῦ τῷ Δαυείδ· καὶ ἦν πᾶς Ἰσραὴλ χίλιαι χιλιάδες καὶ ἑκατὸν χιλιάδες ἀνδρῶν ἐσπασμένων μάχαιραν.
1Ch 21:6	καὶ τὸν Λευεὶ καὶ τὸν Βενιαμεὶν οὐκ ἠρίθμησεν ἐν μέσῳ αὐτῶν, ὅτι κατίσχυσεν λόγος τοῦ βασιλέως τὸν Ἰωάβ.
1Ch 21:7	καὶ πονηρὸν ἐναντίον τοῦ θεοῦ περὶ τοῦ πράγματος τούτου, καὶ ἐπάταξεν τὸν Ἰσραήλ.
1Ch 21:8	καὶ εἶπεν Δαυεὶδ πρὸς τὸν θεόν Ἡμάρτηκα σφόδρα ὅτι ἐποίησα τὸ πρᾶγμα τοῦτο· καὶ νῦν περίελε δὴ τὴν κακίαν παιδός σου, ὅτι ἐματαιώθην σφόδρα.
1Ch 21:9	καὶ ἐλάλησεν Κύριος πρὸς Γὰδ ὁρῶντα
1Ch 21:10	Πορεύου καὶ λάλησον πρὸς Δαυεὶδ λέγων Οὕτως λέγει Κύριος Τρία αἴρω ἐγὼ ἐπὶ σέ· ἔκλεξαι σεαυτῷ ἓν ἐξ αὐτῶν καὶ ποιήσω σοι.
1Ch 21:11	καὶ ἦλθεν Γὰδ πρὸς Δαυεὶδ καὶ εἶπεν αὐτῷ Οὕτως λέγει Κύριος Ἔκλεξαι σεαυτῷ
1Ch 21:12	ἢ τρία ἔτη λιμοῦ, ἢ τρεῖς μῆνας φεύγειν σε ἐκ προσώπου ἐχθρῶν σου, καὶ μάχαιρα ἐξ ἐχθρῶν σου τοῦ ἐξολεθρεῦσαι, ἢ τρεῖς ἡμέρας ῥομφαίαν Κυρίου καὶ θάνατον ἐν τῇ γῇ, καὶ ἄγγελος Κυρίου ἐξολεθρεύων ἐν πάσῃ κληρονομίᾳ Ἰσραήλ· καὶ νῦν ἴδε τί ἀποκριθῶ τῷ ἀποστείλαντι λόγον.
1Ch 21:13	καὶ εἶπεν Δαυεὶδ πρὸς Γάδ Στενά μοι καὶ τὰ τρία σφόδρα· ἐμπεσοῦμαι δὴ εἰς χεῖρας Κυρίου, ὅτι πολλοὶ οἱ οἰκτειρμοὶ αὐτοῦ σφόδρα, καὶ εἰς χεῖρας ἀνθρώπων οὐ μὴ ἐμπέσω.
1Ch 21:14	καὶ ἔδωκεν Κύριος θάνατον ἐν Ἰσραήλ, καὶ ἔπεσον ἐξ Ἰσραὴλ ἑβδομήκοντα χιλιάδες ἀνδρῶν.
1Ch 21:15	καὶ ἀπέστειλεν ὁ θεὸς ἄγγελον εἰς Ἰερουσαλὴμ τοῦ ἐξολεθρεῦσαι αὐτήν. καὶ ὡς ἐξολόθρευεν, εἶδεν Κύριος καὶ μετεμελήθη ἐπὶ τῇ κακίᾳ, καὶ εἶπεν τῷ ἀγγέλῳ τῷ ἐξολοθρεύοντι Ἱκανούσθω σοι, ἄνες τὴν χεῖρά σου· καὶ ὁ ἄγγελος Κυρίου ἑστὼς ἐν τῷ ἅλῳ Ὀρνὰ τοῦ Ἰεβουσαίου.
1Ch 21:16	καὶ ἐπῆρεν Δαυεὶδ τοὺς ὀφθαλμοὺς αὐτοῦ καὶ εἶδεν τὸν ἄγγελον Κυρίου ἑστῶτα ἀνὰ μέσον τῆς γῆς καὶ τοῦ οὐρανοῦ, καὶ ἡ ῥομφαία αὐτοῦ ἐσπασμένη ἐν τῇ χειρὶ αὐτοῦ, ἐκτεταμένη ἐπὶ Ἰερουσαλήμ· καὶ ἔπεσεν Δαυεὶδ καὶ οἱ πρεσβύτεροι περιβεβλημένοι ἐν σάκκοις ἐπὶ πρόσωπον αὐτῶν.
1Ch 21:17	καὶ εἶπεν Δαυεὶδ πρὸς τὸν θεόν Οὐκ ἐγὼ εἶπα τοῦ ἀριθμῆσαι τῷ λαῷ; καὶ ἐγώ εἰμι ὁ ἁμαρτών, κακοποιῶν ἐκακοποίησα· καὶ ταῦτα τὰ πρόβατα τί ἐποίησαν; Κύριε ὁ θεός, γενηθήτω ἡ χείρ σου ἐν ἐμοὶ καὶ ἐν τῷ οἴκῳ τοῦ πατρός μου, καὶ μὴ ἐν τῷ λαῷ σου εἰς ἀπώλειαν, Κύριε.
1Ch 21:18	καὶ ἄγγελος Κυρίου εἶπεν τῷ Γὰδ τοῦ εἰπεῖν πρὸς Δαυεὶδ ἵνα ἀναβῇ τοῦ στῆσαι θυσιαστήριον τῷ κυρίῳ ἐν ἅλῳ Ὀρνὰ τοῦ Ἰεβουσαίου.
1Ch 21:19	καὶ ἀνέβη Δαυεὶδ κατὰ τὸν λόγον Γὰδ ὃν ἐλάλησεν ἐν ὀνόματι Κυρίου.
