Lev 1:1	ΚΑΙ ἀνεκάλεσεν Μωυσῆν καὶ ἐλάλησεν Κύριος αὐτῷ ἐκ τῆς σκηνῆς τοῦ μαρτυρίου λέγων
Lev 18:14	ἀσχημοσύνην ἀδελφοῦ τοῦ πατρός σου οὐκ ἀποκαλύψεις, καὶ πρὸς τὴν γυναῖκα αὐτοῦ οὐκ εἰσελεύσῃ· συγγενὴς γάρ σού ἐστιν.
Lev 18:15	ἀσχημοσύνην νύμφης σου οὐκ ἀποκαλύψεις· γυνὴ γὰρ υἱοῦ σού ἐστιν, οὐκ ἀποκαλύψεις τὴν ἀσχημοσύνην αὐτῆς.
Lev 18:16	ἀσχημοσύνην γυναικὸς ἀδελφοῦ σου οὐκ ἀποκαλύψεις· ἀσχημοσύνη ἀδελφοῦ σού ἐστιν.
Lev 18:17	ἀσχημοσύνην γυναικὸς καὶ θυγατρὸς αὐτῆς οὐκ ἀποκαλύψεις· τὴν θυγατέρα τοῦ υἱοῦ αὐτῆς καὶ τὴν θυγατέρα τῆς θυγατρὸς αὐτῆς οὐ λήμψῃ ἀποκαλύψαι τὴν ἀσχημοσύνην αὐτῶν· οἰκεῖαι γάρ σού εἰσιν, ἀσέβημά ἐστιν.
Lev 18:18	γυναῖκα ἐπὶ ἀδελφῇ αὐτῆς οὐ λήμψῃ ἀντίζηλον, ἀποκαλύψαι τὴν ἀσχημοσύνην αὐτῆς ἐπ᾽ αὐτῇ, ἔτι ζώσης αὐτῆς.
Lev 18:19	καὶ πρὸς γυναῖκα ἐν χωρισμῷ ἀκαθαρσίας αὐτῆς οὐ προσελεύσῃ ἀποκαλύψαι τὴν ἀσχημοσύνην αὐτῆς.
Lev 18:20	καὶ πρὸς τὴν γυναῖκα τοῦ πλησίον σου οὐ δώσεις κοίτην σπέρματός σου, ἐκμιανθῆναι πρὸς αὐτήν.
Lev 18:21	καὶ ἀπὸ τοῦ σπέρματός σου οὐ δώσεις λατρεύειν ἄρχοντι, καὶ οὐ βεβηλώσεις τὸ ὄνομα τὸ ἅγιον· ἐγὼ Κύριος.
Lev 18:22	καὶ μετὰ ἄρσενος οὐ κοιμηθήσῃ κοίτην γυναικός· βδέλυγμα γάρ ἐστιν.
Lev 18:23	καὶ πρὸς πᾶν τετράπουν οὐ δώσεις τὴν κοίτην σου εἰς σπερματισμὸν ἐκμιανθῆναι πρὸς αὐτό· καὶ γυνὴ οὐ στήσεται πρὸς πᾶν τετράπουν βιβασθῆναι· μυσερὸν γάρ ἐστιν.
Lev 18:24	Μὴ μιαίνεσθε ἐν πᾶσιν τούτοις· ἐν πᾶσι γὰρ τούτοις ἐμιάνθησαν τὰ ἔθνη ἃ ἐγὼ ἐξαποστέλλω πρὸ προσώπου ὑμῶν.
Lev 18:25	καὶ ἐμιάνθη ἡ γῆ· καὶ ἀνταπέδωκα αὐτοῖς ἀδικίαν δι᾽ αὐτήν, καὶ προσώχθισεν ἡ γῆ τοῖς ἐνκαθημένοις ἐπ᾽ αὐτῆς.
Lev 18:26	καὶ φυλάξεσθε πάντα τὰ νόμιμά μου καὶ πάντα τὰ προστάγματά μου, καὶ οὐ ποιήσετε ἀπὸ πάντων τῶν βδελυγμάτων τούτων, ὁ ἐνχώριος ἢ ὁ προσγενόμενος προσήλυτος ἐν ὑμῖν·
Lev 18:27	πάντα γὰρ τὰ βδελύγματα ταῦτα ἐποίησαν οἱ ἄνθρωποι τῆς γῆς οἱ ὄντες πρότεροι ὑμῶν, καὶ ἐμιάνθη ἡ γῆ·
Lev 18:28	καὶ ἵνα μὴ προσοχθίσῃ ὑμῖν ἡ γῆ ἐν τῷ μιαίνειν ὑμᾶς αὐτήν, ὃν τρόπον προσώχθισεν τοῖς ἔθνεσιν τοῖς πρὸ ὑμῶν.
Lev 18:29	ὅτι πᾶς ὃς ἂν ποιήσῃ ἀπὸ πάντων τῶν βδελυγμάτων τούτων, ἐξολεθρευθήσονται αἱ ψυχαὶ αἱ ποιοῦσαι ἐκ τοῦ λαοῦ αὐτῶν.
Lev 18:30	καὶ φυλάξετε τὰ προστάγματά μου, ὅπως μὴ ποιήσητε ἀπὸ πάντων τῶν νομίμων τῶν ἐβδελυγμένων ὃ γέγονεν πρὸ τοῦ ὑμᾶς· καὶ οὐ μιανθήσεσθε ἐν αὐτοῖς, ὅτι ἐγὼ Κύριος ὁ θεὸς ὑμῶν.
Lev 19:1	Καὶ ἐλάλησεν Κύριος πρὸς Μωυσῆν λέγων
Lev 19:2	Λάλησον τῇ συναγωγῇ τῶν υἱῶν Ἰσραὴλ καὶ ἐρεῖς πρὸς αὐτούς Ἅγιοι ἔσεσθε, ὅτι ἐγὼ ἅγιος Κύριος ὁ θεὸς ὑμῶν.
Lev 19:3	ἕκαστος πατέρα αὐτοῦ καὶ μητέρα αὐτοῦ φοβείσθω, καὶ τὰ σάββατά μου φυλάξεσθε· ἐγὼ Κύριος ὁ θεὸς ὑμῶν.
Lev 19:4	οὐκ ἐπακολουθήσετε εἰδώλοις, καὶ θεοὺς χωνευτοὺς οὐ ποιήσετε ὑμῖν· ἐγὼ Κύριος ὁ θεὸς ὑμῶν.
Lev 19:5	Καὶ ἐὰν θύσητε θυσίαν σωτηρίου τῷ κυρίῳ, δεκάτην ὑμῶν θύσετε·
Lev 19:6	ᾗ ἂν ἡμέρᾳ θύσητε βρωθήσεται καὶ τῇ αὔριον· καὶ ἐὰν καταλειφθῇ ἕως ἡμέρας τρίτης, ἐν πυρὶ κατακαυθήσεται.
Lev 19:7	ἐὰν δὲ βρώσει βρωθῇ τῇ ἡμέρᾳ τῇ τρίτῃ, ἄθυτόν ἐστιν, οὐ δεχθήσεται·
Lev 19:8	ὁ δὲ ἔσθων αὐτὸ ἁμαρτίαν λήμψεται, ὅτι τὰ ἅγια Κυρίου ἐβεβήλωσεν· καὶ ἐξολεθρευθήσονται αἱ ψυχαὶ αἱ ἔσθουσαι ἐκ τοῦ λαοῦ αὐτῶν.
Lev 19:9	Καὶ ἐκθεριζόντων ὑμῶν τὸν θερισμὸν τῆς γῆς ὑμῶν, οὐ συντελέσετε τὸν θερισμὸν ὑμῶν τοῦ ἀγροῦ σου ἐκθερίσαι, καὶ τὰ ἀποπίπτοντα τοῦ θερισμοῦ σου οὐ συλλέξεις·
Lev 19:10	καὶ τὸν ἀμπελῶνά σου οὐκ ἐπανατρυγήσεις, οὐδὲ τοὺς ῥῶγας τοῦ ἀμπελῶνός σου συλλέξεις· τῷ πτωχῷ καὶ τῷ προσηλύτῳ καταλείψεις αὐτά· ἐγώ εἰμι Κύριος ὁ θεὸς ὑμῶν.
Lev 19:11	οὐ κλέψετε, οὐ ψεύσεσθε, οὐ συκοφαντήσει ἕκαστος τὸν πλησίον.
Lev 19:12	καὶ οὐκ ὀμεῖσθε τῷ ὀνόματί μου ἐπ᾽ ἀδίκῳ, καὶ οὐ βεβηλώσετε τὸ ὄνομα τοῦ θεοῦ ὑμῶν· ἐγώ εἰμι Κύριος ὁ θεὸς ὑμῶν.
Lev 19:13	οὐκ ἀδικήσεις τὸν πλησίον, καὶ οὐχ ἁρπᾷ, καὶ οὐ μὴ κοιμηθήσεται ὁ μισθὸς τοῦ μισθωτοῦ παρὰ σοὶ ἕως πρωί.
Lev 19:14	οὐ κακῶς ἐρεῖς κωφόν, καὶ ἀπέναντι τυφλοῦ οὐ προσθήσεις σκάνδαλον· καὶ φοβηθήσῃ Κύριον τὸν θεόν σου· ἐγώ εἰμι Κύριος ὁ θεὸς ὑμῶν.
Lev 19:15	οὐ ποιήσετε ἄδικον ἐν κρίσει· οὐ λήμψῃ πρόσωπον πτωχοῦ οὐδὲ θαυμάσεις πρόσωπον δυνάστου, ἐν δικαιοσύνῃ κρινεῖς τὸν πλησίον σου.
Lev 19:16	οὐ πορεύσῃ δόλῳ ἐν τῷ ἔθνει σου· οὐκ ἐπιστήσῃ ἐφ᾽ αἷμα τοῦ πλησίον σου· ἐγώ εἰμι Κύριος ὁ θεὸς ὑμῶν.
Lev 19:17	οὐ μισήσεις τὸν ἀδελφόν σου τῇ διανοίᾳ σου· ἐλεγμῷ ἐλέγξεις τὸν πλησίον σου, καὶ οὐ λήμψῃ δι᾽ αὐτὸν ἁμαρτίαν.
Lev 19:18	καὶ οὐκ ἐκδικᾶταί σου ἡ χείρ, καὶ οὐ μηνιεῖς τοῖς υἱοῖς τοῦ λαοῦ σου, καὶ ἀγαπήσεις τὸν πλησίον σου ὡς σεαυτόν· ἐγώ εἰμι Κύριος.
Lev 19:19	Τὸν νόμον μου φυλάξεσθε· τὰ κτήνη σου οὐ κατοχεύσεις ἑτεροζύγῳ, καὶ τὸν ἀμπελῶνά σου οὐ κατασπερεῖς διάφορον, καὶ ἱμάτιον ἐκ δύο ὑφασμένον κίβδηλον οὐκ ἐπιβαλεῖς σεαυτῷ.
Lev 19:20	καὶ ἐάν τις κοιμηθῇ μετὰ γυναικὸς κοίτην σπέρματος, καὶ αὕτη οἰκέτις διαπεφυλαγμένη ἀνθρώπῳ, καὶ αὕτη λύτροις οὐ λελύτρωται ἢ ἐλευθερία οὐκ ἐδόθη αὐτῇ, ἐπισκοπὴ ἔσται αὐτοῖς· οὐκ ἀποθανοῦνται, ὅτι οὐκ ἀπηλευθερώθη.
Lev 19:21	καὶ προσάξει τῆς πλημμελίας αὐτοῦ τῷ κυρίῳ παρὰ τὴν θύραν τῆς σκηνῆς τοῦ μαρτυρίου κριὸν πλημμελίας·
Lev 19:22	καὶ ἐξιλάσεται περὶ αὐτοῦ ὁ ἱερεὺς ἐν τῷ κριῷ τῆς πλημμελίας ἔναντι Κυρίου περὶ τῆς ἁμαρτίας ἧς ἥμαρτεν, καὶ ἀφεθήσεται αὐτῷ ἡ ἁμαρτία ἣν ἥμαρτεν.
Lev 19:23	Ὅταν δὲ εἰσέλθητε εἰς τὴν γῆν ἣν Κύριος ὁ θεὸς δίδωσιν ὑμῖν, καὶ καταφυτεύσετε πᾶν ξύλον βρώσιμον, καὶ περικαθαριεῖτε τὴν ἀκαθαρσίαν αὐτοῦ· ὁ καρπὸς αὐτοῦ τρία ἔτη ἔσται ὑμῖν ἀπερικάθαρτος, οὐ βρωθήσεται.
Lev 19:24	καὶ τῷ ἔτει τῷ τετάρτῳ ἔσται πᾶς ὁ καρπὸς αὐτοῦ ἅγιος αἰνετὸς τῷ κυρίῳ,
Lev 19:25	ἐν δὲ τῷ ἔτει τῷ πέμπτῳ φάγεσθε τὸν καρπόν, πρόσθεμα ὑμῖν τὰ γενήματα αὐτοῦ· ἐγώ εἰμι Κύριος ὁ θεὸς ὑμῶν.
Lev 19:26	Μὴ ἔσθετε ἐπὶ τῶν ὀρέων, καὶ οὐκ οἰωνιεῖσθε οὐδὲ ὀρνιθοσκοπήσεσθε.
Lev 19:27	οὐ ποιήσετε σισόην ἐκ τῆς κόμης τῆς κεφαλῆς ὑμῶν, οὐδὲ φθερεῖτε τὴν ὄψιν τοῦ πώγωνος ὑμῶν.
Lev 19:28	καὶ ἐντομίδας ἐπὶ ψυχῇ οὐ ποιήσετε ἐν τῷ σώματι ὑμῶν, καὶ γράμματα στικτὰ οὐ ποιήσετε ἐν ὑμῖν. ἐγώ εἰμι Κύριος ὁ θεὸς ὑμῶν.
Lev 19:29	οὐ βεβηλώσεις τὴν θυγατέρα σου ἐκπορνεῦσαι αὐτήν· καὶ οὐκ ἐκπορνεύσει ἡ γῆ, καὶ ἡ γῆ πλησθήσεται ἀνομίας.
Lev 19:30	τὰ σάββατά μου φυλάξεσθε, καὶ ἀπὸ τῶν ἁγίων μου φοβηθήσεσθε· ἐγώ εἰμι Κύριος.
Lev 19:31	οὐκ ἐπακολουθήσετε ἐνγαστριμύθοις, καὶ τοῖς ἐπαοιδοῖς οὐ προσκολληθήσεσθε ἐκμιανθῆναι ἐν αὐτοῖς. ἐγώ εἰμι Κύριος ὁ θεὸς ὑμῶν.
Lev 19:32	ἀπὸ προσώπου πολιοῦ ἐξαναστήσῃ, καὶ τιμήσεις πρόσωπον πρεσβυτέρου· καὶ φοβηθήσῃ τὸν θεόν σου· ἐγώ εἰμι Κύριος ὁ θεὸς ὑμῶν.
Lev 19:33	ἐὰν δέ τις προσέλθῃ προσήλυτος ὑμῖν ἐν τῇ γῇ ὑμῶν, οὐ θλίψετε αὐτόν.
Lev 19:34	ὡς ὁ αὐτόχθων ἐν ὑμῖν ἔσται ὁ προσήλυτος ὁ προσπορευόμενος πρὸς ὑμᾶς, καὶ ἀγαπήσεις αὐτὸν ὡς σεαυτόν· ὅτι προσήλυτοι ἐγενήθητε ἐν γῇ Αἰγύπτῳ· ἐγώ εἰμι Κύριος ὁ θεὸς ὑμῶν.
Lev 19:35	οὐ ποιήσετε ἄδικον ἐν κρίσει, ἐν μέτροις καὶ ἐν σταθμίοις καὶ ἐν ζυγοῖς·
Lev 19:36	ζυγὰ δίκαια καὶ στάθμια δίκαια καὶ χοῦς δίκαιος ἔσται ὑμῖν· ἐγώ εἰμι Κύριος ὁ θεὸς ὑμῶν ὁ ἐξαγαγὼν ὑμᾶς ἐκ γῆς Αἰγύπτου.
Lev 19:37	καὶ φυλάξεσθε πάντα τὸν νόμον μου καὶ πάντα τὰ προστάγματά μου, καὶ ποιήσετε αὐτά· ἐγώ εἰμι Κύριος ὁ θεὸς ὑμῶν.
Lev 20:1	Καὶ ἐλάλησεν Κύριος πρὸς Μωυσῆν λέγων
Lev 20:2	Καὶ τοῖς υἱοῖς Ἰσραὴλ λαλήσεις Ἐάν τις ἀπὸ τῶν υἱῶν Ἰσραὴλ ἢ ἀπὸ τῶν γεγενημένων προσηλύτων ἐν Ἰσραὴλ ὃς ἂν δῷ τοῦ σπέρματος αὐτοῦ ἄρχοντι, θανάτῳ θανατούσθω· τὸ ἔθνος τὸ ἐπὶ τῆς γῆς λιθοβολήσουσιν αὐτὸν ἐν λίθοις.
Lev 20:3	καὶ ἐγὼ ἐπιστήσω τὸ πρόσωπόν μου ἐπὶ τὸν ἄνθρωπον ἐκεῖνον καὶ ἀπολῶ αὐτὸν ἐκ τοῦ λαοῦ αὐτοῦ, ὅτι τοῦ σπέρματος αὐτοῦ ἔδωκεν ἄρχοντι, ἵνα μιάνῃ τὰ ἅγιά μου καὶ βεβηλώσῃ τὸ ὄνομα τῶν ἡγιασμένων μοι.
Lev 20:4	ἐὰν δὲ ὑπερόψει ὑπερίδωσιν οἱ αὐτόχθονες τῆς γῆς τοῖς ὀφθαλμοῖς αὐτῶν ἀπὸ τοῦ ἀνθρώπου ἐκείνου, ἐν τῷ δοῦναι αὐτὸν τοῦ σπέρματος αὐτοῦ ἄρχοντι, τοῦ μὴ ἀποκτεῖναι αὐτόν·
Lev 20:5	καὶ ἐπιστήσω τὸ πρόσωπόν μου ἐπὶ τὸν ἄνθρωπον ἐκεῖνον καὶ τὴν συγγενίαν αὐτοῦ, καὶ ἀπολῶ αὐτὸν καὶ πάντας τοὺς ὁμονοοῦντας αὐτῷ, ὥστε ἐκπορνεύειν αὐτὸν εἰς τοὺς ἄρχοντας, ἐκ τοῦ λαοῦ αὐτῶν.
Lev 20:6	καὶ ψυχὴ ἣ ἐὰν ἐπακολουθήσῃ ἐνγαστριμύθοις ἢ ἐπαοιδοῖς ὥστε ἐκπορνεῦσαι ὀπίσω αὐτῶν, ἐπιστήσω τὸ πρόσωπόν μου ἐπὶ τὴν ψυχὴν ἐκείνην καὶ ἀπολῶ αὐτὴν ἐκ τοῦ λαοῦ αὐτῆς.
Lev 20:7	καὶ ἔσεσθε ἅγιοι, ὅτι ἅγιος ἐγὼ Κύριος ὁ θεὸς ὑμῶν·
Lev 20:8	καὶ φυλάξεσθε τὰ προστάγματά μου καὶ ποιήσετε αὐτά, ἐγὼ Κύριος ὁ ἁγιάζων ὑμᾶς.
Lev 20:9	ἄνθρωπος ἄνθρωπος ὃς ἂν κακῶς εἴπῃ τὸν πατέρα αὐτοῦ ἢ τὴν μητέρα αὐτοῦ θανάτῳ θανατούσθω· πατέρα αὐτοῦ ἢ μητέρα αὐτοῦ κακῶς εἶπεν, ἔνοχος ἔσται.
Lev 20:10	ἄνθρωπος ὃς ἂν μοιχεύσηται γυναῖκα ἀνδρός, ἢ ὃς ἂν μοιχεύσηται γυναῖκα τοῦ πλησίον, θανάτῳ θανατούσθωσαν ὁ μοιχεύων καὶ ἡ μοιχευομένη.
Lev 20:11	ἐάν τις κοιμηθῇ μετὰ γυναικὸς τοῦ πατρὸς αὐτοῦ, ἀσχημοσύνην τοῦ πατρὸς αὐτοῦ ἀπεκάλυψεν, θανατούσθω· ἀμφότεροι ἔνοχοί εἰσιν.
Lev 20:12	καὶ ἐάν τις κοιμηθῇ μετὰ νύμφης αὐτοῦ, θανάτῳ θανατούσθωσαν ἀμφότεροι· ἠσεβήκασιν γάρ, ἔνοχοί εἰσιν.
Lev 20:13	καὶ ὃς ἂν κοιμηθῇ μετὰ ἄρσενος κοίτην γυναικός, βδέλυγμα ἐποίησαν ἀμφότεροι· θανατούσθωσαν, ἔνοχοί εἰσιν.
Lev 20:14	ὃς ἐὰν λάβῃ γυναῖκα καὶ τὴν μητέρα αὐτῆς, ἀνόμημά ἐστιν· ἐν πυρὶ κατακαύσουσιν αὐτὸν καὶ αὐτὰς, καὶ οὐκ ἔσται ἀνομία ἐν ὑμῖν.
Lev 20:15	καὶ ὃς ἂν δῷ κοιτασίαν αὐτοῦ ἐν τετράποδι, θανάτῳ θανατούσθω, καὶ τὸ τετράπουν ἀποκτενεῖτε.
Lev 20:16	καὶ γυνὴ ἥτις προσελεύσεται πρὸς πᾶν κτῆνος βιβασθῆναι αὐτὴν ὑπ᾽ αὐτοῦ, ἀποκτενεῖτε τὴν γυναῖκα καὶ τὸ κτῆνος· θανάτῳ θανατούσθω, ἔνοχοί εἰσιν.
Lev 20:17	ὃς ἐὰν λάβῃ τὴν ἀδελφὴν αὐτοῦ ἐκ πατρὸς αὐτοῦ ἢ ἐκ μητρὸς αὐτοῦ, καὶ ἴδῃ τὴν ἀσχημοσύνην αὐτῆς καὶ αὕτη ἴδῃ τὴν ἀσχημοσύνην αὐτοῦ, ὄνειδός ἐστιν, ἐξολεθρευθήσονται ἐνώπιον υἱῶν γένους αὐτῶν· ἀσχημοσύνην ἀδελφῆς αὐτοῦ ἀπεκάλυψεν, ἁμαρτίαν κομιοῦνται.
Lev 20:18	καὶ ἀνὴρ ὃς ἂν κοιμηθῇ μετὰ γυναικὸς ἀποκαθημένης καὶ ἀποκαλύψῃ τὴν ἀσχημοσύνην αὐτῆς, τὴν πηγὴν αὐτῆς ἀπεκάλυψεν, καὶ αὕτη ἀπεκάλυψεν τὴν ῥύσιν τοῦ αἵματος αὐτῆς· ἐξολεθρευθήσονται ἀμφότεροι ἐκ τοῦ γένους αὐτῶν.
