# NIV84 1 Chronicles — converted from PDF (AGES Digital Library transcription of the New International Version, 1984 edition); source PDF pages 926-1002
1:1	Adam, Seth, Enosh,
18:25	The king of Israel then ordered, “Take Micaiah and send him back to Amon the ruler of the city and to Joash the king’s son,
18:26	and say, `This is what the king says: Put this fellow in prison and give him nothing but bread and water until I return safely.’“
18:27	Micaiah declared, “If you ever return safely, the LORD has not spoken through me.” Then he added, “Mark my words, all you people!”
18:28	So the king of Israel and Jehoshaphat king of Judah went up to Ramoth Gilead.
18:29	The king of Israel said to Jehoshaphat, “I will enter the battle in disguise, but you wear your royal robes.” So the king of Israel disguised himself and went into battle.
18:30	Now the king of Aram had ordered his chariot commanders, “Do not fight with anyone, small or great, except the king of Israel.”
18:31	When the chariot commanders saw Jehoshaphat, they thought, “This is the king of Israel.” So they turned to attack him, but Jehoshaphat cried out, and the LORD helped him. God drew them away from him,
18:32	for when the chariot commanders saw that he was not the king of Israel, they stopped pursuing him.
18:33	But someone drew his bow at random and hit the king of Israel between the sections of his armour. The king told the chariot driver, “Wheel around and get me out of the fighting. I’ve been wounded.”
18:34	All day long the battle raged, and the king of Israel propped himself up in his chariot facing the Arameans until evening. Then at sunset he died.
19:1	When Jehoshaphat king of Judah returned safely to his palace in Jerusalem,
19:2	Jehu the seer, the son of Hanani, went out to meet him and said to the king, “Should you help the wicked and love [Or and make alliances with] those who hate the LORD? Because of this, the wrath of the LORD is upon you.
19:3	There is, however, some good in you, for you have rid the land of the Asherah poles and have set your heart on seeking God.”
19:4	Jehoshaphat lived in Jerusalem, and he went out again among the people from Beersheba to the hill country of Ephraim and turned them back to the LORD, the God of their fathers.
19:5	He appointed judges in the land, in each of the fortified cities of Judah.
19:6	He told them, “Consider carefully what you do, because you are not judging for man but for the LORD, who is with you whenever you give a verdict.
19:7	Now let the fear of the LORD be upon you. Judge carefully, for with the LORD our God there is no injustice or partiality or bribery.”
19:8	In Jerusalem also, Jehoshaphat appointed some of the Levites, priests and heads of Israelite families to administer the law of the LORD and to settle disputes. And they lived in Jerusalem.
19:9	He gave them these orders: “You must serve faithfully and wholeheartedly in the fear of the LORD.
19:10	In every case that comes before you from your fellow countrymen who live in the cities — whether bloodshed or other concerns of the law, commands, decrees or ordinances — you are to warn them not to sin against the LORD; otherwise his wrath will come on you and your brothers. Do this, and you will not sin.
19:11	“Amariah the chief priest will be over you in any matter concerning the LORD, and Zebadiah son of Ishmael, the leader of the tribe of Judah, will be over you in any matter concerning the king, and the Levites will serve as officials before you. Act with courage, and may the LORD be with those who do well.”
20:1	After this, the Moabites and Ammonites with some of the Meunites [Some Septuagint manuscripts; Hebrew Ammonites] came to make war on Jehoshaphat.
20:2	Some men came and told Jehoshaphat, “A vast army is coming against you from Edom, [One Hebrew manuscript; most Hebrew manuscripts, Septuagint and Vulgate Aram] from the other side of the Sea. [That is, the Dead Sea] It is already in Hazezon Tamar” (that is, En Gedi).
20:3	Alarmed, Jehoshaphat resolved to enquire of the LORD, and he proclaimed a fast for all Judah.
20:4	The people of Judah came together to seek help from the LORD; indeed, they came from every town in Judah to seek him.
20:5	Then Jehoshaphat stood up in the assembly of Judah and Jerusalem at the temple of the LORD in the front of the new courtyard
20:6	and said: “O LORD, God of our fathers, are you not the God who is in heaven? You rule over all the kingdoms of the nations. Power and might are in your hand, and no-one can withstand you.
20:7	our God, did you not drive out the inhabitants of this land before your people Israel and give it for ever to the descendants of Abraham your friend?
20:8	They have lived in it and have built in it a sanctuary for your Name, saying,
20:9	`If calamity comes upon us, whether the sword of judgment, or plague or famine, we will stand in your presence before this temple that bears your Name and will cry out to you in our distress, and you will hear us and save us.’
20:10	“But now here are men from Ammon, Moab and Mount Seir, whose territory you would not allow Israel to invade when they came from Egypt; so they turned away from them and did not destroy them.
20:11	See how they are repaying us by coming to drive us out of the possession you gave us as an inheritance.
20:12	our God, will you not judge them? For we have no power to face this vast army that is attacking us. We do not know what to do, but our eyes are upon you.”
20:13	All the men of Judah, with their wives and children and little ones, stood there before the LORD.
20:14	Then the Spirit of the LORD came upon Jahaziel son of Zechariah, the son of Benaiah, the son of Jeiel, the son of Mattaniah, a Levite and descendant of Asaph, as he stood in the assembly.
20:15	He said: “Listen, King Jehoshaphat and all who live in Judah and Jerusalem! This is what the LORD says to you: `Do not be afraid or discouraged because of this vast army. For the battle is not yours, but God’s.
20:16	Tomorrow march down against them. They will be climbing up by the Pass of Ziz, and you will find them at the end of the gorge in the Desert of Jeruel.
20:17	You will not have to fight this battle. Take up your positions; stand firm and see the deliverance the LORD will give you, O Judah and Jerusalem. Do not be afraid; do not be discouraged. Go out to face them tomorrow, and the LORD will be with you.’“
